full_text,sentiment
"@Zaarazhar Yang bingung Boikot Aqua masz Itu warung yang jual Aqua pasti Udah bayar kulakan bayar didepan ke Agen Jadi bukan cara komisi per/botol",netral
"@spinalriver BUAT LU LU PADA YANG OTAKNYA SETARA KERA YANG BILANG NASIB KARYAWANNYA GIMANA EH BLOON KALO LU BOIKOT AQUA LU BERHENTI MINUM AQUA ATAU BERHENTI MINUM AIR? MASIH MINUM AIR KAN? MINUM AIR KEMASAN YANG LAIN KAN? YA GITU JUGA DIPAKE BUAT STARBUCK JUSTRU YANG LOKAL BERJAYA BLOON!",positif
"Bismillah Teruskan Boikot Produk Zionis Israel dan sekutunya!! Demi utk Mendukung Perjuangan Saudara kita di Gaza-Palestina 🇵🇸 ‼️Jangan ikutan orang² idiot yg tidak punya hati nurani !! ‼️Jangan ikuti jejak Oknum anggota DPR yg sengaja Pamer Foto Starbucks di depan Ka'bah. https://t.co/gJyaQayC4U",positif
"Bismillah Aksi Boikot Starbucks @SbuxIndonesia memang seharusnya sudah di lakukan sejak lama biar orang² idiot yg nongkrong &amp; belanja disana cepat Sadar !! Anak² muda ini Melakukannya sudah sangat Keren banget. MasyaAllah Terimakasih banyak https://t.co/lm64Eacwsx",positif
"@fyibrow @cingreborn Yg boikot2 sampe bikin huruHara di starbucks &amp; melukai pengunjung JUGA harusnya bisa diproses hukum. Silahkan boikot bt kemanusiaan tp sbg manusia jg jangan yg kek binatang dinegara sendiri yg DAMAI ini. https://t.co/pukmg0rEIG",netral
"Drun bukan kaleng-kaleng yg menyatakan HAMAS adalah organisasi teroris. Yg bilang adalah 3 negara Islam: Arab Saudi UEA &amp; Mesir. KFC Starbucks McD kalian boikot walaupun banyak warga Indonesia yg bekerja di sana. Gue mau lihat loe punya nyali gak ngedemo ketiga negara tsb? https://t.co/3ZI8aXSpiS",negatif
"Abdul Permadi ini termasuk salah satu orang Islam yang tidak munafik. Misalnya antum boikot starbucks tapi di sisi lain antum masih main sosmed sprti IG FB Twitter Google yang menyumbang lebih besar ke Israel dibandingkan di boikot. Munafik adlh kejahatan terhadap aulloh. https://t.co/YFHlzkT3sT",netral
"Tetap konsisten Indonesia mendukung kemerdekaan Palestina. Nah berjuang untuk kemerdekaan Palestina seperti ini bukan gerebek Starbucks atau boikot Starbucks. Tidak menyentuh pada sasaran utama. Karena tetap yg menderita rakyat Indonesia yg diPHK . Lanjutkan Pak Prabowo. 🇮🇩 https://t.co/Jvgfz8fpjX",positif
"Ditengah masifnya boikot ana memilih ke starbucks. Yang penting setiap niat awali dgn bismillah.. insyaallah.. setiap kali minumnya.. pikiran jadi tenang hati pun terasa damai.. dan jauh dari kata pengganggu... subhanaallah https://t.co/HOAbK4WGrO",netral
"Bela Palestina bareng @Kemenhan_RI ini namanya baru jihad bukan nyuruh boikot Starbucks KFC dll yang justru menyengsarakan saudara2 kita yg kerja d franchise tsb https://t.co/r8IubOX4uP",positif
"Keadaan kedai kopi Starbucks di Melaka Malaysia. Terlihat sepi padahal foto ini diambil di malam hari. Sepertinya gelombang boikot masih berjaya di sini. Tetap dukung Palestina! https://t.co/qhIR2uL1AU",positif
"Dikatain miskin karna milih ga beli dan boikot starbucks #FREEPALESTİNE #AlleyesonRafah #PalestineWillBeFree https://t.co/so8qOzYTCv",negatif
"Bisa disimpulkan bahwa kemarin2 yang mengeruduk serta triak2 boikot Starbucks adalah bukan konsumen melainkan anak2 alay yang pingin tetapi tidak kesampaian Harusnya cukup sadar diri jika kemampuan kita kopi sachets so jangan iri dengan kopi high class. Masih mau boikot ? https://t.co/JoZ0t6aC2Q",negatif
"Di Malaysia BOIKOT sangat efektif. Banyak cabang Starbucks dan McD bangkrut Di Malaysia Muslimnya lebih kompak dikonoha banyak pesek https://t.co/tO9Wmj8gG3",positif
"Boikot terhadap Starbucks merugikan perusahaan pendukung Isr4el sebesar 11 miliar dolar. Lanjutkan 🇵🇸 #TerusBoikotIsrael https://t.co/5Iyhg2GlcU",positif
"Boikot Berjaya! Starbucks Malaysia catat rugi bersih RM29.76 juta untuk suku ke 3 2024 https://t.co/m5EdFV2KpW https://t.co/SrssUljgqC",positif
"Blogger AS: Dengan gerakan boikot yang populer Starbucks telah kehilangan 12 miliar dolar! Jangan lupakan Gaza! GasPoll Boycot terhadap Starbucks dan lainnya. #TerusBoikotIsrael https://t.co/2xnnbN0w1r",positif
"Boikot starbucks! Krn pemiliknya adalah orang israel yahudi zionis! https://t.co/vn4D1HvtQt",positif
"Starbucks diduga menjadi target aksi boikot tersebut karena berasal dari Amerika Serikat. Aksi boikot itu dilakukan sekelompok massa pro-Palestina . #starbucks #boikot #palestina #israel #prmn https://t.co/r4UN6dfYI3",netral
"Kenapa Starbucks &amp; Zara tidak masuk list BDS? BDS sering mendapatkan pertanyaan knp suatu brand tidak masuk ke dlm daftar list boikot mereka sementara publik menganggap harusnya masuk? Jawabannya karena kriteria level keterlibatan dalam aksi genosidal &amp; apartheid Israel. https://t.co/LZXS3VnvtF",netral
"Apa yang dilakuin sama sekelompok perempuan berhijab ini nggak bisa dibenarkan. Ngajak dukung Palestina itu bagus tapi jangan pake cara barbar yang justru malah bikin antipati dong! Solidaritas yes vandal no #Barbarisme #Boikot #Starbucks #Israel #Palestina #Vandalisme https://t.co/dJUEleQTB7",netral
"Sekali2 jadi buzzer starbucks. Seharusnya boikot sudah selesai dengan donasi dan penjelasan yg diberikan. Selamat malam dri @SbuxIndonesia Puri Indah Mall 1. https://t.co/Wgek5FoT1s",netral
"Cara kapitalis culas buat guilt-tripping konsumen. Baristanya dijadikan tameng seolah gerakan boikot dihadapkan secara horizontal sama buruh Padahal Starbucks diboikot karena perusahaan memberangus serikat pekerja yang solidaritas ke Palestina Sejak awal kontradiksinya vertikal",negatif
"Terus Boikot produk2 Zionis Isr4el. Jangan ikutan orang² idiot yg tidak punya hati nurani !! Jangan ikuti jejak Oknum anggota DPR yg sengaja Pamer Foto Starbucks di depan Ka'bah. #TerusBoikotIsrael #Haji2024 https://t.co/uXF5jvwkDH",positif
"So gw ga mau judge silakan boikot. Silakan tetap konsumsi. Gw cuma punya sikap kopi ga harus starbucks masih banyak opsinya kok. Kenapa ga gw bantu kopi lainnya yang g ada relation dengan is not real. https://t.co/YI6KJSoB1r",netral
"gak ada yg salah kok untuk menyuruh bangtan speak up soal palestina tapi jgn dibandingin sama yg sebelah. krna yg sebelah emang salah dn pantes untuk di boikot krna terang-terangan kolaborasi sama starbucks",negatif
"Ramai Ajakan Boikot setelah Kolaborasi dengan Starbucks MV NCT Moonlight Capai 1 Juta View dalam Waktu Segini #NCT #Moonlight https://t.co/qTHcuwi0XR",netral
"Simply karna org-org yg mostly indo itu hateful bikin males. Kalo boycott minimal gak usah marahin orang yang boikot apalagi org lagi makan/kerja dirusuhin. Kita semua cari rezeki yang kerja di stall mcd kfc starbucks itu ada yg muslim jg. Boycott gapapa asal gk ganggu.",netral
"@bukanrangbaik @bayuamus kalo dari sekitarku yg sama sama kristen sih bukan karna kedoktrin agama ttg israel umat Allah melainkan pd muak ngajak boikot berlebihan (ky video mba msk ke starbucks trs ngusir gt) dan akhirnya temen ku jd kurang peduli soal boikotan",negatif
"halah biasanya cuma ngopi sachetan saja kok mau boikot starbucks? knp gak boikot internet/medsos? @sakkusaitna @Tita83079013 @agama_nusantara @BayuAngora @spektrumku @Valhallaah @Jelantik5 @bnsphrxyzzz @RefublikAteis @helenr1903 @Kappa_2023 @PaijoKhentir @_chris_ting_",negatif
"Leader NCT Angkat Bicara Soal Seruan Boikot Kolaborasi dengan Starbucks https://t.co/ODU4eQUFDs",netral
"Saya scr personal boikot Starbucks krn sikap mrk thdp Unionnya. Meski tidak masuk list BDS sy tetap boikot. BDS memasukkan kriteria Starbucks &amp; Zara sbg boikot organik yg datang dr grassroot. Artinya mrk tidak menjadikan sbg target utama tp mendukung langkah boikotnya.",positif
"Alasan boikot Starbucks: 1. Mahal. Dah sih itu aja. Kopi lokal lain yang tempatnya lebih enak dan harga lebih murah juga banyak. Yang lebih mahal juga ada 2. Ga ada makanan besar. Udah gitu balik ke poin satu. 40rb di tempat lain dpt nasi goreng",positif
"@Mdy_Asmara1701 mana ini yg kmarin ikutan triak triak free palestine ? yg ikut ikutan boikot Starbucks McD ?? brangkat lah ... masa iya gak brani ??? cm brani di negara sendiri ???",negatif
"Sebenarnya ini juga mirip sama starbucks sih kan mereka ga kirim bantuan cuma buruh union aja dia awalnya bermasalah sama yg berkaitan dengan Palestine sama kyk spotify yg milih netral? Tapi kita tetap boikot starbucks",positif
"boikot mcd/starbucks adalah aksi tergblok sepanjang masa",negatif
"@AmbarwatiRexy Benar jg. Di copy paste org lain eh ngamuk2. Makin kesini boikot ini makin aneh. Mudah2an bukan krn persaingan bisnis atau pesanan. Mudah2an loh ya. Ngopi ah ke Starbucks. Enak sih kopinya walaupun mahal.",negatif
"@tanyakanrl Jujur ya mau urusan boikot apa ga starbucks itu kopinya ga enak dan harganya overpriced. Uda gitu kadar gulanya itu loh nauzubillah.",negatif
"@Hamaspesek Bro pikir dengan memukul pengunjung starbucks tersebut akan mengurangi penderitaan yang dialami oleh warga palestina I mean don't get me wrong gw setuju dengan boikot produk² semacam itu. But i can never tolerate any act of violence",netral
"Tanpa boikot pun banyak coffeeshop yg lebih worth it dari Starbucks. Ini listnya (alphabetical &amp; masih nambah) 1. Bagikopi 2. Blue Doors 3. Fore 4. Kozi 5. Indomaret Point 6. Little Contrast 7. Makmur Jaya 8. Noah's Barn 9. Smiljan 10. Wheels 11. Tuku",netral
"@saidiman Lha kenapa ga lu tanya ke Starbucks aja ngapain ikutan masuk ke konflik timur tengah? https://t.co/lc2CyK99Oo",netral
"boikot starbucks itu boleh tapi kalo sampe ngata-ngatain yg ga boikot kafir berarti anda pasti blom pernah ngopi di starbucks",netral
"@luckylucky0971 Viral makin banyak orang malas ke Starbucks. Starbuck makin dijauhi pengunjung. Aksi boikotnya makin sukses. Makanya menurut gw sih orang-orang yang memviralkan kasus kayak gini sebenernya mendukung boikot sih. Hamdalah",positif
"Orang yang duduk dan tetap konsumsi Starbucks itu bukan ga paham situasi yang terjadi sekarang. Masing2 kan punya pilihan? Kalau modelan nyuruh boikot begini sih bikin ilfil.",negatif
"Update! Saham SM Entertainment Jeblok Usai Fans K-Pop Serukan Boikot Kolaborasi NCT dengan Starbucks https://t.co/IqNsl4zopk",netral
"Penggemar NCT Kirim Truk Bertuliskan Boikot ke Toko Starbucks di Korea Selatan https://t.co/w8Jhfvmk2x #beritasatu #news #berita",positif
"@bayuamus Tapi ini bukanya muncul karena aksi boikot yg berlebihan ya? Yg sampe ngerusuhin orang yg gaikut itu dan yg waktu itu jg sempet viral tereak² gajelas di starbucks?",negatif
"sempet bingung dikit liat twit org indo yg viral kmrn soal posting story ttg boikot pake bhs korea trs ada kenalan org koreanya reply oh no aku sering bgt beli starbucks lg kyk masa iya sih sebuta itu? korea masif gini kok protes di jalanannya",negatif
"Boikot Israel dan Geruduk Starbucks Cs Waralaba Merugi Picu PHK Massal https://t.co/acouKrQIJF",netral
"Rilis Produk Kolaborasi Bareng Starbucks Fans Serukan Aksi Boikot SM dan NCT https://t.co/4idwO91NDp",netral
"Viral! Gerombolan Wanita Masuk Starbucks Menyerukan Boikot Berhasil Curi Perhatian Netizen https://t.co/8u39yMsjJv",positif
"@spinalriver Baru dikibulin starbucks aja dah pd luluh apalg dikibulin dajjal yg bisa hidupin org mati. Pst lgsg jd pengikutnya deh. Btw starbucks ga semiskin itu krn di boikot. Aliran dananya dri elite2. Jd mari tetap boikot",positif
"Aku dulu kerja pasti dari starbucks. Jam 10-5 sore tet... Setiap hariiiiiiii.... Sekarang dah berbulan bulan gapernah. Selama fase boikot pernah kepepet sekali beli sparkling water. Percaya deeh Boikot ituu berdampak!",positif
"Agak kaget sih buka trending #IndonesiaTolakAllobankWayV tuh siapa yg ngide ?? Hey kita tuh boikot yg kerjasama starbucks ya BUKAN semua kegiatan ikut diboikot. Dan jg lagi kenapa jd buat ajang punching gini sih. Mesti tau dulu deh tujuan sama arah boikotnya apa",negatif
"4 Alasan Memboikot McD dan Starbucks untuk Melawan Zionis itu Harusnya Mudah Dilakukan #TerminalMojok https://t.co/5EjyqektPH",netral
"@georgia_mis @fullmoonfolks gue dari sering beli jadi berenti sih ngomongin boikot nya sebatas di internal pertemanan dan kelurga aja selebih nya sering nolak pake cara lg ga pengen starbucks atau mcd atau apa lah itu soalnya gak mau ribetin diri sendiri kalo misuh2 wkwk",positif
"Terimbas Aksi Boikot Starbucks Indonesia Tegaskan Tak Beri Dukungan Moneter ke Pihak Israel https://t.co/6SVq3J7DAU",netral
"@faizgoro @sisthaaaaa @djancyuk Oh gitu ya kak? Jd mengikuti BDS kalau boleh tahu berdasarkan apa ya BDS menentukan produk2 yg harus di boikot? Misal kenapa starbucks terutama starbucks indonesia di boikot?",netral
"Teruskan boikot @sehatAQUA @Danone @McDonalds_ID @kfc @SbuxIndonesia @Starbucks @coca",positif
"kopi lokal tomoro enak bangetloh apa susahnya boikot starbucks anj gua lebih milih tomoro karna lebih enak tomoro asli banyak kopi lokal enak padahal",positif
"Wow baguslah rame² boikot pizza hut",positif
"Dampak boikot Pizza Hut rugi 58M di Q1 2024 para karyawan yg mayoritas Muslim jujur terancam PHK tapi peluru Israel tidak habis2. Pengangguran yg tereak2 boikot pada nyantai dirumah tidak mikirin nasib para karyawan ini. https://t.co/lgJlzUjTCR",negatif
"pizza hut di boikot aoa ga sih?",netral
"Masih boikot: Sbux Pizza hut Burger King BBW Ngaku dikit kemaren stres banget dan butuh tempat akhirnya ke mekdi... hiks. Tapi yg lain masih koo~~ Pizza nemu Cheese n Dough yg keluaran korea enak juga!",positif
"pizza hut di boikot... pizza nya enak pdhal hiks dasar isriwil jancok",negatif
"Babe Haikal Klarifikasi Video Nongkrong di Pizza Hut: Jangan Salah Boikot https://t.co/l7RsafzHdf",netral
"udah berapa harian ini dikasih produk makanan boikot semua mcdonald sbucks pizza hut krispy kreme sama orang-orang kantor mungkin ini alasannya gue dikasih radang tenggorokan biar ada alasan utk gak nyobain",positif
"Tiktok emg aplikasi kandang monyet yaa. Masa komen boikot di video pizza hut dibilang fomo",negatif
"Kalian yg boikot Pizza Hut dan Domino's Pizza kalau beli pizza sbg pengganti dua perusahaan itu beli di mana?",netral
"sebelum boikot aku tuh beli pizza hut bisa seminggu 2-3x di satu cabang. setelah boikot aku jadi ganti beli di 4 umkm berbeda yang jual pizza. alhamdulillah rezekinya jadi lebih tersebar",positif
"so far brand yg udah secara konsisten gw boikot dan semoga selalu konsisten: - nestle - starbucks - pizza hut - kfc - mcd - burger king masih akan terus pelan pelan boikot yg possible buat diboikot",positif
"Ramai-Ramai McD Pizza Hut Starbucks Lapor Bisnis Turun Dampak Boikot? https://t.co/1YWXX8AOke",netral
"Sudah pasti boikot Pizza Hut",positif
"ini keluhan gue dr sblm jaman boikot... kenapa dominos... ama pizza hut... menunya banyak bgt... pdhl mereka bisa bikin 1 menu per size trus kita disuruh centang varian topping sama crust... apa gue aja yg jadi ceonya... biar langsung dukung palestine juga...",negatif
"pizza hut tuh produk boikot kan?",netral
"Teruskan boikot KFC dan Pizza Hut.",positif
"Ada yang tau ga ya pengganti pizza hut apa.... soalnya kdg pengen banget pizza cuma dua-duanya boikot",netral
"domino sama pizza hut kan lg boikot ya terus beli apa yaa lagi bm banget pizza :)",netral
"Dahsyatnya Solidaritas Pro Palestina Boikot Produk Pro Israel KFC Pizza Hut Krispy Kreme dan Hardee's Mulai Terdampak https://t.co/M9RsnApsJf",positif
"Pizza hut itu sudah bertahun2 selalu merugi sebelum boikot Makanya dulu sebelum pandemi pun mereka sampe jualan pizza dipinggir jalan pake motor Lu pikir itu karena apa?? Kalo mau hasbara mbok ya jangan tolol tolol",negatif
"di keluargaku kalo ngerayain sesuatu selalu ke pizza hut semenjak boikot mama belajar bikin pizza sendiri (dan enak btw). kalo ponakan ke rumah biasanya dibeliin mcd atau burger king semenjak boikot mama rajin masak buat mereka. boycott is easy if you want to.",positif
"Boikot itu tidak membeli produk Pizza Hut bukan memaki-maki pegawai Pizza Hut tidak bersalah yang berusaha mengais rezeki di tengah-tengah lapangan kerja yang karut-marut",negatif
"Sebenernya dulu mekdi kfc pizza hut tu udh ada gerakan buat di boikot sekitar taun 2014(?) an lupa Cma gatau kenapa seiring berjalannya waktu org org ramein mekidi pizza hut dkk lagi Trs pas ada berita genosida di Palestina ini akhirnya org org nge boikot lagi",positif
"pizza hut boikot ga sih?",netral
"Tetap boikot mcd Pizza hut",positif
"Ada temen boikot Pizza Hut tapi makan marugame udon.",netral
"gue pribadi kesulitan boikot pizza hut. seumur hidup gapernah intentionally beli pizza selain brand ini. paling susah kuboikot krn seumur hidup cm makan super supreme tenang aja udah ga gue beli kok in the past few months",positif
"Mau tanya Pizza hut termasuk ke dalam list boikot kah?",netral
"pizza hut boikot jg kah kirain domino doang",netral
"Since Pizza Hut &amp; Domino boikot en pizza dekat mana lagi yg best ye?",netral
"Lama gile x makan pizza lepas pizza hut and Domino's masuk dalam list boikot. Ok pizza apa yang gak support israel?",netral
"banyak beli barang yg di boikot 'pizza hut &amp; mcd' tapi kesalahan itu ada karena bliau mengonsumsi nya di ruang public. jujur mcd dan sbux di daerah gua masih rame. GUA KECEWA BERATT terserah lu minum itu di dorm atau kamar hotel lu TAPI SETIDAKNYA RESPECT DENGAN GA MINUM DI PUBLIC",negatif
"pizza hut bukan memang boikot ke? okay boikot and support local pizza",positif
"Domino atau Pizza Hut list boikot gak?",netral
"dah excited mau mam pizza tp br keinget KITA KAN BOIKOT PIZZA HUT YA.........",positif
"Efek boikot itu ril lho. Pizza Hut kemarin ngumumin kalo mereka rugi 96M sepanjang 2023 kmrn. Krn kondisi ekonomi juga + efek boikot kata mereka. Jadi teruslah kita boikot. Yg paling gampang yg fast food2 lah sm kopi. Pilihan penggantinya buanyak bgt kok.",positif
"PZZA (Pizza Hut PT Sarimelati Kencana) melaporkan kerugian th buku 2023: Rp96.2 miliar. Lanjutkan boikot karena pizza GL lbh enak.",positif
"That's why di antara target2 boikot paling benci sama mekdi &amp; pizza hut",negatif
"Dampak Boikot Israel KFC hingga Pizza Hut Mulai PHK Karyawan https://t.co/5Ayn7FanQv",netral
"udah ga pernah ke pizza hut selain boikot juga karena ada pizza marzano",positif
"Anak requested pizza. Pening kepala domino pizza hut kan boikot. Doa seorang mak ni Allah angkat pusing pusing area rumah jumpa small stall jual Pizza. Alhamdulillah happy anak makan. Terima kasih Allah",positif
"ampe skrng ad yg masiii boycoting kgaak?? plis muncul yg masiii kgaak beli produk yg di boikot mcd kfc pizza hut dkk kerabat deket gw dah mulai bodoamat sedih wehh",negatif
"Pengen pizza hut tapi lagi boikot!!",netral
"Kalau cuma boikot Starbucks McD Pizza HUT KFC mah gampang. Kalau disuruh boikot warteg bahari pecel Blitar dan nasi Padang naah ini yang susah",positif
"@YandraD31 Tetap konsisten boikot pizza HUT dan produk produk yg mendukung israhell lainnya",positif
"Karena masih Boikot produk Pizza hut sekarang kalian kalau mau beli Pizza kemana guys? Coba drop rekomendasi kalian!",netral
"Dampak Boikot Israel KFC dan Pizza Hut PHK Karyawan https://t.co/qADpaAcQQg via @nawacit4",netral
"Dampak Boikot Israel KFC hingga Pizza Hut Mulai PHK Karyawan https://t.co/6pRJ0Sqd7S",netral
"Pizza Limo harusnya ehh tapi pro Israel deng Pizza Hut mah. Boikot aja :)))",positif
"Terhantam Boikot Pizza Hut Rugi Rp58 6 M di Kuartal-I 2024 https://t.co/OLZnPUYJaR",netral
"Semenjak kena boikot Pizza Hut ni dah lama tak makan pizza",netral
"Jujur engga sih. Belum ada yang bisa kalahin rasa-rasa makanan yang diboikot kayak mcd kfc dan pizza hut tapi gapapa namanya boikot kan tergantung hati nurani. Kalau mau menghibur diri dengan mencari makanan yang mirip-mirip rasanya juga gapapa.",negatif
"Pizza Hut PhD rugi bukan karena boikot mungkin simply udah gak enak gak ada pembaruan menu yg signifikan dan pizza pesaingnya lebih enak. Roti tebel saos biasa topping kek sosis curah harga mahal. Sama-sama habis 100rebu mending marzano",negatif
"Temen kantor yg dulu sok sok boikot kemarin ultah beli Pizza Hut limousine buat sekantor. Udah pinter dia sadar kalo boikot itu gerakan gak jelas yg merugikan bangsa kita sendiri. Capek boikat boikot tapi pelurunya Israel gak habis2.",negatif
"Tbh gara2 mslh boikat boikot gw nemu resto lokal yg lbh enak di luar mcd kyk pizza hut misal gw ga bakal balik pizza hut soalnya nemu resto itali otentik dan murah",positif
"Pizza hut nih produk boikot apa engga sih soalnya aku mau pizza hut bgt",netral
"@GerakanBDS_ID Rekomen pizza yg enak dong... Pizza hut sama domino di boikot soalnya",netral
"Aku boikot Starbuck McD Pizza Hut etc. Kalau orang lain beli pastu dia bagi aku aku tolak.",positif
"https://t.co/4wNrxbrHYX YKMI Sebut 10 Produk Terafiliasi Israel yang Masuk Daftar Boikot Mulai Ramadhan 2024: Starbucks Danone Nestle Zara Kraft Heinz Unilever Coca Cola Group McDonalds Mondelez Burger King dan Kurma Israel",netral
"Jujur aku udah boikot produk yang pro zionis cuma aku gak bisa ganti air mineral kecuali nestle pure life dosa gak ya",positif
"naik ke turun ke tetap boikot nestle. https://t.co/DyOzooBe0j",positif
"Boikot saja Nestle ni",positif
"Tadi beli camilan di Alfa***t bareng anak dan tayangan promo di belakang kasir ialah Bear Brand dengan BA: Nicholas Saputra. Nestle (Bear Brand) &amp; Danone (Aqua) itu masuk daftar boikot karena mendukung Israel. Promosi silakan. Boikot tetap jalan. https://t.co/rgwUYPjlbN",positif
"Memang dari awal boikot Nestle boooooo",netral
"Sebab itu kita boikot nestle",netral
"Sbb orang boikot nestle",netral
"Brand nya di Boikot !! Pertanyaan nya; gmn dgn public figur sbg BA nya ?? @agnezmo aja hanya minum setarbak udh di judge sbg zionis Nicholas Saputra BA Nestle X Enzy Storia https://t.co/Je3BkJb309",netral
"Teruskan boikot nestle! Jahat!",positif
"nestle boikot kan ya?",netral
"Mudah banget teriak utk boikot produk2 tertentu krn produk2 itu emang mahal utk sebagian kalangan. Beda kalo produk2nya murah meriah apalagi kebutuhan sehari-hari. Contoh: nestle unilever",positif
"@_JANGAN_DIAM Org boikot produk Nestle la. Support Zionis Israel.",positif
"@tanyakanrl Gue udh kurang percaya sm dia sejak masalah boikot nestle pure life dia bilang jng sampe gerakan boikot malah menzolimi orang2 yg bekerja disana yg gada hubungannya. Mana bandinginnya sama lays yg udh ganti merk jd chitato ya beda lah.",negatif
"Dah boleh boikot nestle permanently",positif
"guys nestle di boikot ngga?",netral
"Salah satu kerugian bila boikot nestle",netral
"Yg teriak2 boikot apakah kalau dikasih offering 2 digit di Nestle atau Unilever akan ditolak juga?",netral
"Udah sejak awal boikot udah ninggalin produk Unilever dan nestle sekarang pake wings terus.",positif
"@_mardial_ Dari belasan tahun lalu issue boikot produk Israel (Unilever nestle dll) udah ada dan belum booming ky sekarang ulama Saudi dan turunannya salah satu yg banyak kasih fatwa kl boikot itu pilihan personal dan tetap boleh konsumsi barang itu skrg aja byk yg maksa utk boikot",negatif
"@Pelabur_Bijak Aku boikot McD tapi aku beli kat Mary Brown. Aku boikot Starbucks tapi aku beli kat ZUS. Aku boikot Nestle ice cream tapi aku beli King ice cream. Ekonomi jalan teruih.",positif
"@_JANGAN_DIAM Org dah lama boikot Nestle sebab pro Israel.",positif
"Aku dah lama boikot nestle ni...",positif
"Walaupun digempur isu boikot tetapi Unilever Indonesia menunjukan kepeduliannya terhadap saudara² di Palestina dengan memberikan donasinya https://t.co/0ftjBWMzba",positif
"heran deh sama yg masih kemakan hoax boikot jelas2 unilever indonesia udah banyak donasi ke palestina jelas mereka memihak palestina lah https://t.co/wjRvcxaxoM",negatif
"Walaupun udh di fitnah dan di boikot Unilever Indonesia tetap berikan bantuan ke Palestina. Alhamdulillah semoga berkah https://t.co/saJGFoeUf6,positif
"Gara gara duluan boikot Aice soal kasus tdk memanusiakan karyawannya malah jadi pindah ke walls. Tp karna walls under Unilever skrg makan es krim joyday glico diamond (ga pernah Nemu tp). I hope these brands are safe https://t.co/Oerfwqghi2",positif
"pas boikot mcd masih biasa aja unilever juga b aja. ehhh pas tau info ini tuu hhaaaa nohoook sekaliiii bay austin #boikotHomescapes #boikotplayrix https://t.co/DUPa2a4Nii",negatif
"Akhirny McDonalds mnyerah dgn grakan boikot d dunia&amp;membeli kmbl gerai2nya yg ad d Israel Efektivitas aksi boikot ini smg jd pnyemangat kita utk lanjut boikot prodk yg msh terafiliasi dg Israel sprt prodk2 Unilever&amp;lain2ny tujuanny agar Israel smakn dikucilkan oleh msyrkt lobal https://t.co/gpd8wY0CE7",positif
"Meskipun kita tidak ikut berperan secara langsung tapi Insha Allah ini dapat membantu saudara-saudara kita di Palestina semoga tetap bernilai pahala di mata Allah. Tetap lanjutkan boikot produk yang terafiliasi dengan Israel. #boikot #unilever https://t.co/JMVO6Vmv4e",positif
"kalau bapakku kontra nya krna yg kita boikot Unilever dan yg ada di indo yg sekitanya kita pake produk itu sehari2 kalau yg McD Starbucks dll nya itu baru blio bilang nah ituuu yg wajib diboikot kalau Unilever Indo iya blio mikirin pekerjanya",netral
"Heran bgt boikot boikot tp buktinya unilever masih lancar jaya.. mcd masih aman sentosa.. sbux masih laris manis Minimal sih show with actions jg gacuma jago orasi ajaaaaa Maaf ya gengs I'm simply boycotting by not buying their products maaf gabisa ikut orasi",positif
"https://t.co/4wNrxbrHYX YKMI Sebut 10 Produk Terafiliasi Israel yang Masuk Daftar Boikot Mulai Ramadhan 2024: Starbucks Danone Nestle Zara Kraft Heinz Unilever Coca Cola Group McDonalds Mondelez Burger King dan Kurma Israel",netral
"ak tanya kalian tau ga produk unilever itu masuk list boikot? masi pada pake ga? coba cek gih bedanya kita bukan artis makanya gada yg komplen jadi sabar dulu ye ANJIR",negatif
"Dulu emang aku sering denger tentang isu boikot unilever fast food mcd kfc gitu2 tp gak semassive sekarang. Alhamdulillah sekarang udah orang2 paham",positif
"Kalau mayora agak2 maju mundur kena soalnya dia kan perusahaan go publik ya susah ngontrol saham yg masuk jadi aku masih ga terlalu boikot Kalau unilever emg terang2an si support israel Kalau Google ini agak sulit dihindari kek aplikasi lain aplikasi aku jadiin tmpt speak up",netral
"buset voucher diskonnya unilever semua ya sasaran boikot ni gencar sekali marketingnya",negatif
"Ini sejak unilever di boikot. Wings jor joran bgt promonya.",positif
"Alhamdulillah untuk big 3 dan american resto yg ngedukung isriwil kek phd domino burgerking unilever masih lanjut boikot",positif
"Boikot e wes ga usum ta? Ga menyalahkan tzuyu krna dia first love ku tp ini produk unilever loh",netral
"unilever masuk dalam list boikot gak ya? yang tau please rep",netral
"meski stres tak berkurang tapi hidup tetap berjalan dengan boikot sbx disney mcd loreal unilever burger king....",positif
"Pernyataan Lengkap Bos Unilever soal Dampak Boikot Produk Israel di RI https://t.co/VLk9yyqvu1",netral
"Unilever Indonesia mengatakan penjualan produk perusahaan hingga Maret tahun ini sudah menunjukkan tanda perbaikan. https://t.co/zjArahPw86",netral
"Belom bisa boikot unilever sepenuhnya karena detergent rinso matic front load 5L jatohnya lebih murah dibanding merk lain dengan volume sama",negatif
"Alhamdulillah aku bersyukur masih bisa boikot produk zionis kek macem mcf kfc danone unilever",positif
"Kelakuan Warga Sipil Zionis Israel Menghalangi Masuknya Bantuan Makanan Obat2 dll ke Gaza Rafah yg Sdh 7 bln Diblokade tanpa Listrik Air BBM Pasokan Makanan &amp; Obat2an. Terus Di Bom Maka Kita TERUSKAN BOIKOT Produk Pro Israel. McD KFC Unilever dll https://t.co/eXLSH9O4Xe",positif
