full_text,sentiment
Ini template ke berapa ya? Boikot diciptakan dengan maksud berhenti membeli bukan membuang produk yang sudah dibeli. 'Katanya boikot tapi masih pakai IG Twitter FB' Kalau begitu harus menyebarkan kesadaran lewat mana? Lewat koran? Dengan negara yang minim literasi?,negative
-star guys punten mau ingetin target utama boikot BDS movement jadi tekankan boikot ke idol atau agensi yang berkerjasama dgn produk atau brand dibawah ini ya biar lebih terarah dan efektif https://t.co/CDYYnpfWAv,negative
@yeongwoniie_ statusnya sama kayak x &amp; ig. fokus boikot produk ini dan alangkah lebih baik (tapi jika memungkinkan) beberapa produk lain yang terafiliasi. kayak produk make up skincare makanan minuman dll https://t.co/npSLiZwNqT,negative
@convomf ngl still gonna judge org org yg ga boikot produk dri BDS movement. diluar itu gue maklumi gue ga akan maksa dan gaakan judge. tpi yg bds ini gue pikir kayanya ga sepenting itu buat dipertahankan.,negative
yashh emg kebukti kalo semua ada pengaruh agensi tp kita juga harus tetep ngingetin mereka terus untuk bersuara caranya gimana? dengan ga collab ataupun konsumsi produk produk boikot kita tetep harus desak mereka supaya mereka lihat pengaruhny kalo terikat sama produk2 boikot.,negative
@zer0failed konsepnya gimana nih ? boikot produk yg terafiliasi dgn israel tapi makenya sepatu brand yg di boikot ? https://t.co/bJTfuheHYo,negative
Udah lah jangan sampe tahap memaksa. Yang ada orang-orang yang awalnya kontra terus mau pro malah makin annoying sama kalian yang ujung-ujungnya malah jadi kontra. Mending fokus boikot produk daripada boikot orang.,negative
ini bukan mau ngebela atau gimana ya rata² produk high brand ito pro ke israhell. dan jg sebagian besar aktor aktris/idol emg jd BA nya. kalau mau boikot mending jgn hype kegiatan BA mereka. dan pls fokus ke boikot yg dianjurkan oleh BDS,negative
Guyss mau ngingetin event Joongdunk yang bareng NIVEA tanggal 8 bisa JANGAN di hybe nggak?? Soalnya NIVEA masuk produk boikot yang pro Israel https://t.co/zvEvdbO39X,negative
GAADA YANG NYURUH BUAT HATE SPACE BUAT MEMBER OR BUAT SESAMA FANS. NYURUH NYA BOIKOT BIAR SI SM TUH JERAH GAAMBIL COLLAB SAMA PRODUK ZIONIS LAGI. JADI PLIS WARAS DIKIT DAH STOP HATE SPACE DAN BIKIN NARASI YANG BAJINGAN ,negative
Tnx pls ya jauh2 sama produk boikot!!!! Tolong banget ini mah,negative
Daripada lu nanya Grup ini boikot ga? Grup itu boiket ga? mending lu stop kpopan. Sampe sini aja udh yg difokusin terlebih dahulu itu yg produk BDS movement. Okay nderr? Perlu gw catet di jidat lu sekalian hm?,negative
@fessthai guys target utama boikot ini ya tapi kembali lagi terserah kalian mau hype apa ngga cuma jangan jadi bikin boikot produk nya terpecah belah fokusin ke yang utama dan yg jelas jelas ngasih ke isriwil https://t.co/0hB7iURVhS,negative
bukan berarti bias lo udah speak up malah stop naikin ht sama aja boong kalo begitu. inget label mereka masih tetap collab sama produk boikot.,negative
tpi apapun itu kalau gemfot sewaktu waktu pegang atau gunain produk yang lagi kita boikot pls gausah amukin sampai ngata ngatain ya setidaknya kita ngasih tau dengan cara yang lebih baik dan mengedukasi.. :DD,negative
boikot itu artinya tidak membeli tidak menggunakan sbg sikap protes trhdp suatu hal/produk. bukan sebuah tindakan yg memaksa org utk sepaham dgn anda. bukan juga suatu tindakan mengajak org lain membully yg memakai/membeli produk yg anda boikot ,negative
Pemboikotan jd ajang pemaksaan. Katanya kalo mau mengkonsumsi produk yg di boikot gpp asalkan jangan pamer di sosmed. Kalo ga mau ikut boikot ya diam aja. Lah ini kok malah ngerusuh dan kesannya memaksa. Ck,negative
@nct_menfess Masing aja nder yang penting diri sendiri bisa nge kontrol masalah orang lain urusan mereka. Terus juga kita kan fokusnya boikot collab nya mungkin aja go yg sender maksud opshar nya bukan produk collab itu. Intinya balik ke masing masing aja,negative
Dan kalau dilihat perkembangannya lembaga YKMI ini emang sangat progresif dan relawan2nya militan banget untuk urusan yg menyangkut Palestina. Tapi aku tetep ga nyangka sih mereka akan seberani ini mengkampanyekan boikot Danone Aqua langsung di depan stand promosi produk tsb. https://t.co/Ett0KXtqvG,negative
Dan gw rasa idol kita aman aja selama ini mereka tau dan peka kok sama keadaan yg memanas sekarang makanya mereka gapernah kan up sesuatu yg berbau produk boikot atau hal yg di kecam.. Kebanyakan emang datang dari fans dan dari hal yg ga mereka sengajai ..,negative
Ribuan massa berkumpul berunjuk rasa di depan Kedutaan Besar (Kedubes) Amerika Serikat mengutuk genosida yang dilakukan Israel di Jalur Gaza Sabtu (1/6/2024). Mereka juga menyerukan masyarakat Indonesia memboikot seluruh produk yang mendukung Israel. https://t.co/zariQiCcwj https://t.co/OtIrhzJdSU,negative
@nctzenbase Ini tulisan tangan mereka. Artinya dengan secara sadar mereka menyetujui collab dengan produk zionist. JANGAN BUTA YA. TETAP BOIKOT https://t.co/bBp9QJsHVC,negative
Merujuk pada lembaga dan Organisasi kredibel dalam melakukan aksi boikot agar gerakan boikot lebih fokus dan terhindar dari jebakan penumpang gelap persaingan bisnis Salah satunya dengan perjuangan boikot brand/produk pendukung zionis yg sudah diinfokan oleh @GerakanBDS_ID https://t.co/KCwPT4b69Y,negative
udah pada mabok boycott orang dan mabok cancel. usaha yang bisa kita lakuin yang paling utama mengurangi atau boikot produk yang affiliate sama isriwil udah itu doang. kalo udah sampai canceling org udah masuk toxic and u know what? kalian yg kaya gini keliatan so suci,negative
@Coffeecremee @tanyakanrl Biar lebih jelas ini produk yg masuk daftar boikot dari BDS https://t.co/vxiMVAX69z,negative
Karena pcku produk boikot jadi aku minta tolong tobio buat tutupin ️ Belinya udah lama btw https://t.co/jtHg42wQ4Y,negative
ternyata banyak anak palestine yg meninggal krn malnutrition juga sebisa mungkin boikot semua produk produk jahat itu yh,negative
Daftar2 brand/produk/perusahaan inilah yg harus difokuskan agar gerakan boikot ini gak terdistrak dengan isu2 lain yg justru bisa mengganggu esensi dari perjuangan boikot itu sendiri. https://t.co/7aJGaledSE,negative
LAH?? BOIKOT TAPI CUMA NAIKIN HT TUH GMN MAKSUDNYA? Udah bener unfoll unsubs gak beli2 produk SM gak hype konten dsb daripada cuma naikin ht. Duhh cubit nih ginjalnya gausah ikutan jadi sok bijak deh mentang2 skrg dikit2 fomo dikit2 ikutan jd ngetik sembarangan.,negative
ntah gmn lg caranya buat ngejelasin kalo kesalahan aku cuma ngepost setelah konsumsi produk boikot itu. tp untuk fomo itu ga bener sama sekali. aku gapeduli like dan engage. yg bikin twtan aku jd rame kan jg kalian2 bukan aku yg mau. mau rame ga rame niatku cm mau menyuarakan️ https://t.co/0NAfZ3Tlaq,negative
@convomf Aku cuma ngingetin orang yang ga boikot list utama bds nder (contohnya sbux). Kalo yang make produk boikot yang ga ada di list utama boikot aku lebih ke oh oke aku ga boleh hype aja Tp aku ngingetin pun ga sampe bully kok?? Keknya aku pernah karena itu seiyuu kesukaanku.,negative
Samarinda Kalian Kereeen.... IBHRS : Untuk Boikot Produk Pro Israhell Itu Bukan Seruan Dari Kiyai atau Habib DiIndonesia Saja Tetapi Himbauwan Para Ulama Diseluruh Dunia... https://t.co/C4snkVtxht,negative
@nenglaela93 Malang- Indonesia Kalian keren Dek Seperti tidak ada tempat lain yang menjual produk yang sama sampai tetap mengkonsumsi produk Israel Jangan tunggu viral dulu baru posting tentang Palestina. Orang yang tulus dan yang takut di boikot kelihatan kok️🇮🇩 https://t.co/Rwwm0Wr1K9,negative
@tanyakanrl hidup kok di persulit ya biar lah di jalannya sendiri. yang gamau boikot silahkan kalian konsumsi produk mereka yang mau boikot ya bagus tapi jangan sampe rusuh apalagi jadi ajang bullying ke orang lain.,negative
@fessthai KALO GUE LAGI NANGISIN INI NDER SEMOGA MAKIN BANYAK ARTIS THAILAND YANG UPLOAD STORY GINI JUGA BIAR MAKIN BANYAK YANG MELEK keinget sama kemarin Pond yang di tegur sama fans karena keliatan bawa produk boikot eh sekarang upload story gini https://t.co/lwsgtA2BSa,negative
@ohmmbae @imnvyp dan kita udah mikir sse gamungkin putus kontrak sama brand2 itu krn pasti bayar penalty jadi kita tinggal gausah hype sama interact post-an yg ada hubungannya sama brand2 itu. selama member ive ga ngonsumsi produk yang di boikot selain yg mereka kerjasama ya kita bakal ttp kygtu,negative
@ohmybeautybank Apaan sih anjir valid gak tuh? Apa cuma berdasarkan Negara? Ada sumber resmi brand-brand tersebut pro isrwl? Nulis brandnya aja belum bener. Apaan tuh SK-LL SK-II dibaca es-kay-two bukan es-kay-elel. 85% skinkerku produk list boikot diatas (SK-II pyunkangyul Laneige ,negative
@factorybong Yup sebenernya kita harus targetin kcrts dan ccrts juga sih krn anak2 sendiri udah ga make produk boikot tp masih banyak kcrts yg against boikot. Jd minimal kudu sering share list boikot bds di weverse pake yg sering direpost bds korea soalnya ada hyundai jg https://t.co/yp5BX9lVGL,negative
 Gua ga tega ninggalin bias karena mereka kehidupan gua Kita kasi edukasi- kasi peringatan-boikot produk berjalan- perusahaan yg mendanai genosida hancur-ekonomi mereka hancur- mereka berhenti karena tekanan Apa sesimple ini kalian ga ngerti?,negative
Moots terutama dongdengs..krn maraknya pemberitaan gnocide yg dialami oleh saudara kita di aku nyoba buat email HZ buat ga nerima tawaran kerja sama dg produk boikot syg bgt ga sih kalau smpe terjadi? mkanya aku kirim email smg dibaca. Mnrut kalian is it okay? apakah sopan?,negative
Free to bub aku udh bilang sebelumnya kalo yg aku boikot itu collab brandnya dengan kopi itu bukan NCTnya dan sekali lagi selama masing2 member gk ada promosiin collab itu di sosmed pribadi mreka udh ku anggap sebagai sikap tidak berkontribusi untuk mempromosikan produk itu,negative
hus hus yg ga ngerti soal bedanya boikot produk sm boikot idol GA DIAJAK. https://t.co/gPFZjHn5Ee,negative
gw sangat setuju dgn keputusan boikot ini tapi bukan berarti lu bisa kontrol kehidupan org lain atau bahkan marah marah ke org yang masih menggunakan produk &amp; mengkonsumsi makanan zionis. bukan berarti juga lo bisa membenci seseorang. be kind.,negative
ALERTA: Demi menjaga efektivitas misi pemboikotan produk-produk yang terafiliasi dengan Israhell berikut pecking-order/hierarki terkait produk-produk boikot tertera. No witch-hunt. Sedikit penjelasan mengenai hierarki yang saya maksud akan disertakan di [UTAS PENDEK] berikut,neutral
@rem_setgo tujuan boikot kan buat nctzen lain teredukasi untuk ga beli produk collabnya dan menekan sm ent supay kejadian kaya gini ga keulang lagi guys bukan buat untuk menyebar kebencian,negative
InsyaAllah sampe kapanpun masih tetap diJalur Boikot Produk Israhell !,negative
@tanyarlfes F4NT4 juga masuk produk boikot ya guys https://t.co/RQYMDPka0P,negative
Hebat!?!.......boikot produk yg support israhell #KorupsiBerjamaahRezimPKI #KorupsiBerjamaahRezimPKI,negative
Pon udh paham kan berarti smg nnti Takumi birthday ga amnesia dan istiqomah buat ga konsumsi produk boikot itu,negative
Indeed. Perusahaan tinggal mau/nggak menyelesaikan krisis dari rootsnya yaitu stop supply ke isrl demi kesejahteraan karyawan2nya. Biar trust customernya kembali lagi ke produk dia. Kalo ttp gamau mah ya pilihan konsumen buat boikot/nggak.,negative
tidak ada paksaan dalam boikot produk isrl itu hak individu dan kesadaran masing² aja. Tapi bila ada yg pina bangga kada memboikot betampai bnr sengaja ke sg menurutku malah menunjukkan ketololan wkwk si paling beda dari yg lain wal,negative
yuk guys kita sama-sama unfoll dan jangan hype mereka untuk sementara. ini bukan lagi tentang perang tapi pembantaian warga Rafah. sekali kalian beli produk boikot itu sama aja membunuh rakyat Rafah. #시즈니와함께_보이콧하자 @SMTOWNGLOBAL @SMTOWN_Idn @NCTsmtown https://t.co/C8tGVFjuLS,negative
ga ada yg salah kok. yg mau lanjut hype habis kontrak selesai silahkan ga lanjut stan juga silahkan hak masing2 org kok. kan yg di boikot emang sb nya bukan idolnya kan intinya semoga SM anjing ini ga collab collab sama produk zionist lagi!! keep spread awareness gesss!!,negative
Padahal bisa tetep boikot produk yang di list BDS + produk lain secara bersamaan. Kenapa ya pada rese banget fokus ke BDS list lalalala padahal bisa dilakukan barengan! ‍ Namanya usaha ya lakuin aja yang bisa dilakukan. Segininya ya sama idola. Ngeri.,negative
point 3. aku bakal tegesin arti boikot ya. kita ini boikot produk krn wyv collab dgn sb kita bisa ga beli tiket gausah hype grup itu SEBAGAI BENTUK PROTES. hastag nyuruh batal itu SANGAT GAK TERARAH DAN BUKAN MAKNA BOIKOT YANG SBNRNYA. kalian tuh ngebanned mereka kalo gitu. https://t.co/VzU4JgsExr,negative
lama lama kalo lu ketauan make satu aja produk yg pro isriwil lo itu dosa aib ga peduli dimaki2 dimasukin base . padahal tujuan boikot itu penekanan bukan pelarangan,negative
 Boycott brandnya intinya jangan beli produk apapun dari brand yg di boikot Hate NCT,negative
My principle: 1. Boikot brand2 yg sudah terbukti berinvestasi ke Isr*el terutama yg masuk list BDS 2. Untuk produk yg mmg bikin kondisi lebih buruk jika distop penggunaannya (biasanya hygiene seperti odol skincare dll.) boleh digunakan lagi 3. Tidak nge-share bahwa sedang ,negative
Boikot ini juga sekalian membiasakan diri agar diri tidak terlalu konsumtif. Walau mungkin tidak bisa benar - benar semuanya. Lagian beberapa produk lokal juga kualitasnya sebanding. Racikan rempah Indonesia lebih mantap.,negative
Mau boikot produk Israel atau pendukungnya silakan. Hak azasi. Tapi main teriak2 di tempat usaha dan ganggu konsumen di sana ini ganggu ketertiban umun DAN hak azasi konsumen. Gak akan dapat simpati dari konsumen &amp; staf di situ juga. Gak akan nyetop Israel juga.,negative
@RJLetsGo Gw sangat tidak setuju dgn aksi pengrusakan vandalisme anarkisme tapi gw sangat setuju banget dgn aksi boikot semua produk yg membiayai genosida &amp; zionisme.,negative
️ Berita lama tahun 2014 tapi Scarlett Johansson pernah bilang penjajahan Israel atas Palestina menguntungkan bagi Palestina... Dia juga lebih milih jadi BA SodaStream (produk Israel) dan ngelepas BA Oxfam yang menyerukan boikot. https://t.co/pIhC6ZHvDC,negative
thai aja pro barat yg udh jelas dan pasti pro sebelah jg. dan twitt itu maksudnya mereka sama ada kerja sama ke produk boikot tapi yg satu berani speak up yg satunya ada yg speak up di katai caper sama fans grupnya sendiri,negative
@tanyakanrl KFC Malaysia Tutup 100 Gerai Imbas Aksi Boikot Produk Israel https://t.co/hSvv8Gtzn5,negative
Tau kan sekarang bahayanya list boikot bejibun dengan kriteria boikot terlalu luas seluas imajinasi? Bukannya fokus lawan kejahatan Israel malah lawan sodara sendiri karena katanya tone deaf . Bukannya fokus boikot malah kerepotan nyari ratusan bahkan ribuan produk alternatif ,negative
Ya gapapa kalau boikotnya kemana-mana selama yang diboikot emang terafiliasi. Boikot bds dan boikot produk terafiliasi ngga salah kok.,negative
@bukit_d @tanyakanrl Strategi memaksakan buat hujat artis dg istilah STANDAR GANDA GERAKAN BUZZER ISRIWIL. Semacam adu domba.Biar ada respon kalau kyk gitu jatuhnya ngebully artis/produk. Pdhl ARTISNYA juga DG BANGGA PAKAI PRODUK berafiliasi GENOSIDA. Tujuan buat ngeredupin gerakan boikot. Paham?,negative
Bagi seluruh bangsa Indonesia terutama MUSLIM rame2 kita boikot Arab Saudi jangan pernah lagi kita ngaji pake bahasa Arab jangan lagi kita kirim jamaah haji jangan lagi kita pake produk Arab dan jangan lagi kita kiblat ke makaah Setuju gak @MajelisUlamaID ??????,negative
@tanyakanrl Gw beli starbucks. Elu pake hp android dan semua produk google. Kita ini sama2 donatur israel bedanya gw ngasih donasi lebih kecil lewat starbucks. Sedangkan elu2 yg boikot itu jadi donatur terbesar untuk israel. https://t.co/bwAhcC2Ev7,negative
gapapa gabisa ngerjain fiqih yg penting masi sadar kalau boikot produk zionist itu pengaruhnya ada dan besar keep boycottingggg‼️,negative
@convomf Faktor : 1. Karna masalah kontroversi emaknya yg makin menjadi &amp; paling tersakiti 2. MV nya ada produk boikot 3. Entah karna Lagunya boring karna di cb sebelumnya lagu²nya meledak semua atau karna faktor 1 &amp; 2 jadi najis denger lagunya‍,negative
Garnier tuh produk boikot engga sih? Untungnya enggak ngefek buat aku.,negative
Rekomendasi shampooo pliss. Shampoo yang kupake produk boikot semua. Ama hair oilnya juga sekalian ,negative
gimmick???? dia post ig buat followersnya dia buat nctzen untuk boikot produk yg lagi collab sama mereka. lu ga ngikutin ty minimal cati tau. dia udh lama berusaha buat ga nampilin brand itu semenjak ramai boikot ini DAN DIA LAGI WAMIL JADI TENTARA AKTIF,negative
Keknya produk yang ada di list boikot ada disana tapi di blur? aaaaaaaaaa makin sayang sama sodiek ️️️️️,negative
Saya puas boikot sudah merambah ke produk industri budaya ,positive
Harusny gw aware mereka ttg ini d letter. Tp krn gw bkn konsumen produk boikot jd gk kepikiran buat nyampein.. Maksudnya mau nyampein klo karir mereka lg bagus lebih hati2.. gk masalah lo mau pacaran sm siapa. Tp ini terkait fans intl dan fan intl lo banyak bgt niel..,negative
guys jangan hype hastag ama live winsat bentar ya produk boikot soalnya (l'0real paris),negative
Renjun NCT Edukasi Fans Soal Boikot Produk Israel https://t.co/WxRRVTVXAR,negative
boikot produk mah iya bener urusan masing masing kesadaran diri masing masing tapi as public figure mah mikir euy kalau dampaknya bisa luas bgt dan meleber ke mana mana,negative
Berharap semoga pada ga berlomba-lomba jadi top spender cuman gabisa memaksakan org2 juga buat nge boikot produk ini Tapi kalo pada ga beli produk nya keren si,negative
@nctzenbase Kalau bisa adain boikot besar2an selama masa promosi collab ini bukan cuma boikot produk collab nya tapi juga boikot semua merch album fs semua produk artisnya juga mungkin kedengeran jahat tapi biar perusahaan dapet efek jera + gak ngeremehin fans inter,negative
Tdk hanya itu saja sekarang penggerak boikot bukan hanya muslim saja tapi juga penganut agama lain. Artinya mendukung Palestina tidak lagi karena masalah agama tapi sudah bergeser pada kemanusiaan. https://t.co/DjieENYjs4,negative
Kyknya emang semua idol k-pop deh yg pke produk boikot jadi mending boikot kpop,negative
dampak boikot ke karyawan mcd itu dampak langsung jangka pendek. coba liat dampak ke ekonomi scr general boikot bikin org banyak yg beralih ke produk lokal makin kuat lah ekonomi kita. masa org2 kita cuma kebagian jadi karwayan mulu dukunglah umkm2 yg selama ini kalah saing.,negative
@wulann Di Korea tu produk lokalnya banyak serius malah menurutku Korea gampang banget kalo mau lakuin boikot orang mereka punya brand sendiri aplikasi web pun punya sendiri di negaranya yang terkenal. Cuma lu aja kan yang gengsi dan nggak mau boikot. Lu aja tone deaf,negative
selain boikot produk yang support zionis israel kita masih bisa bantu/bela palestina dengan belajar sejarah tanah palestina dan cari tau kenapa zionis israel sampe segitunya SEBELUM gaada yang inget dan sejarahnya DIHAPUS/DIUBAH,negative
Selama masih ada kepedulian di hatinya maka maka tidak ada alasan utk tidak mendukung gerakan boikot utk menghentikan genosida yg dilakukan Israel di Palestina. Terutama boikot2 produk yg punya peran strategis menyokong Israel seperti Danone Aqua. https://t.co/IqK7qFdMST,negative
Tapi ini bener buat yg urgent kayak wajib pake skincare karena kalau gk bakalan bahaya dll berlaku juga buat produk susu bayi/keperluan bayi dll jangan di stop/ganti karena kalau ganti takut malah membahayakan. Selagi masih bisa boikot produk tersier lain.,negative
the qrts... kalo soal kulit dan alergi emang perlu nyari yg cocok weh bayangin lu udah nyari produk non zionist tp gaada skincare yg cocok di kulit lu terus mau tetep boikot gitu??? boikot juga perlu mikir kali ah kalo udah urusan alergi itu susah klo ganti perlu adaptasi lama,negative
Gue ga pernah ngurusin orang mau ikutan boikot atau ga terhadap sesuatu produk. Itu hak dia. Tapi gue ga suka banget kalo gue di cemooh karena gue boikot produk. Yaudah gitu urus masing-masing. Sampe ada kalimat kayak ga pernah lakuin dosa aja . Bro Ah sudahlah ,negative
@tanyakanrl klo kayak gini caranya sih gua hilang respect mereka teriak teriak kemanusiaan tpi tanpa sadar mereka ga berperikemanusiaan boikot itu pilihan klo mau boikot ya boikot aja produk/perusahaan nya ga usah smpe kayak gini ganggu kenyamanan orang.,negative
gais maaf tolong ingetin aku ya kalo misal ada sesuatu yg aku post ternyata itu di boikot soalnya aku cuma tau beberapa dan yg ak cari tau mungkin belum semua nya ;-;)/\ takut nya masih ada produk boikot yg ga aku tauuu maacihh gais‍️,negative
Menolak endorse produk yg terafiliasi boikot ya walaupun angkanya lumayan kalo kata @javafoodie_ rezeki pasti udah ada yg ngatur,negative
@blockingsick @ayliazaah @convomf tapi jgn maksa juga sih ap lagi sampai katain. krna org tsb mau boikot atau ngga ya hak mereka buat memilih. gua pribadi ngeboikot bbrp produk tp msh ad produk skincare yang blm bs gua boikot atau ganti. skincare tuh mayan susah tau ka nyari alternatifnya.,negative
[Bb] Guys saranin Vit c yg mantul buat st oily dan tidak terafiliasi dengan produk boikot dong makasiii,negative
liat twit ini heran deh kok nicsap oke aja ya ambil produk boikot? apa karna yakin beliau ngga akan kena cancel? atau malah karna nganggep remeh hal yg terjadi? daripada fokus ke brand yang pinter gandeng nicsap jadi BA lebih heran kenapa nicsap ambil job tersebut.,negative
moots jgn berenti buat menyuarakan yang sedang terjadi sm saudara kita di palestina yuk lanjutin boikot produk produk isriwil. it's genocide not war.,negative
gue msh gk ngerti sm org² yg ktnya pro palestine tp mrka ttp makan minum produk boikot contoh starbak atau mekdi buat gue yg tinggal di kota kecil gue bersyukur bgt gada cabang starbak sm mekdi mending gue beli mie gacoan sm es teh jumbo pinggir jalan,negative
boikot produk ki asline ngga masukk blass. semisal koe punya produk terus yang beli pada kabur apa ngga pusing koe.,negative
@perogeremmer Dulu gue suka bgt sama itu kopi biasanya sehari abis 6 sachet tapi karena boikot jadi cari penggantinya nemulah indocafe yang lebih pait dan ga asem kayak produk boikot itu https://t.co/RypFEB8P9I,negative
Betul boikot PRODUK. Apalagi kemaren boikot jgn kesini yg mana apes banget unit yg mau event disini. Kecuali mereka kesini festivalnya mau promosiin itu brand/sponsornya itu brand. Sampe buat narasi kl sampe ada yg beli tiket &amp; nonton gak tau lagi kemana hati nurani Hah ??,negative
Seperti yg ku bilang kemaren anak staren keknya gak melek isu sih. Tapi ini menfess beneran ngajak buat 'boikot' grupnya karena jadi BA produk pro zionis apa emang murni haters yang pengen ngajakin org2 musuhin grupnya? Maaf aku agak trust issue soalnya,negative
@AndrewsTjan @tanyakanrl Konsep sesederhana ini kalian puter puter bolak balik sampe jadi ngejlimet ga jelas untuk memvalidasi kalian beli produk boikot yang bahkan kalo kalian ga beli tuh kalian ga akan kenapa Heran banget heran,negative
 Hidup adalah pilihan Kalau gitu aku memilih untuk cyberbully kalian yang masih pake produk boikot ,negative
Kenapa boikot produk israel itu banyak yg setuju ya? Bukankah akan beresiko ke pekerjanha yg mungkin pro Palestine? Sehematku akan lebih baik ketika pegawainya disuruh resign dari situ orang kaya pro palestine berikan mereka pekerjaan yg layak. Sangat populis tp gimana lagi?,negative
kalo boikot mah harus nya dri dulu kocak dri dulu unfoll sosmed nya mereka kan dri dulu mereka juga dh sering kan tu ama dr jart dunk*n dan kawan kawan yg produk pro is ? knp baru sekarang anjrit? maksut gua tuh... ini beda kasus pls,negative
Soal air minum kemasan kenapa akhir2 ini banyak isu yg bikin konsumen jadi bingung ya?? Mulai dari isu bahaya kemasan sampai isu boikot produk. Yg sebenarnya klu dilihat itu semua muncul akibat persaingan gak sehat di industri air minum kemasan. https://t.co/MC9plU9FoA,negative
Ini ga ada yang mau boikot kah? Siwon terang-terangan zionist. Bukan sekedar endorse produk lagi,negative
@nctzenbase Sesuai hati aja. Aku juga kadang diselingi nge up ht buat member yg kena perlakuan jelek. Di sini fokusnya kan buat up ht tentang boikot dan ga ngehype produk collab mereka. Asal tetep fokus up ht tentang boikot kalo diselingi up ht yg lain kayaknya masih gapapa.,negative
BUTUH 150 RESPONDEN!! YUK BANTU ISI Jika kamu memenuhi kriteria berikut: 1. Melakukan pembelian dan konsumsi produk Unilever minimal satu kali sebelum 7 Oktober 2023. 2. Melakukan boikot produk Unilever setelah 7 Oktober 2023. 3. Telah melihat atau membaca berita (cont..),negative
1. Aku saranin konsultasi dulu ke SpKK saran produk non boikot yang lebih cocok 2. Belum ada budget lebih buat konsultasi? Gapapa pake dulu yang penting nggak dispill terang-terangan produknya,negative
1. Boikot bermaksud berhenti beli &amp; promosi mana-mana produk yang menyumbang kepada Israel atau yg menyokong kekejaman Israel terhadap Palestin. Bukannya yang sudah dibeli kita buang. Itu membazir namanya.,negative
Kekejaman yang dihalalkan oleh Amerika Syarikat teruskan boikot produk pro Israel Ikuti kami di TELEGRAM: https://t.co/6GiiAQotW5 https://t.co/9RHanaI8lQ,negative
di thailand tuh aware tentang produk boikot ga sih???,negative
Bener bgt.. Kadang ikut kesel sama orang yg mojokin orang lain karna masih pake/beli produk boikot kayak?? Lu bela negara lain bisa segitunya bgt sampe ngehina sodara setanah air sendiri. Pdhl bisa loh pake kata2 yg baik buat ngingetin satu sama lain:),negative
@arunaiseu @convomf dy post bgini mlah kyk mmbenarkan org buat beli produk zionist kesanya kyk mau promosi produk zionist gasih pdhal yg boikot 1 dunia bkn cmn indo doang org nonis d luar negri jga bnyk yg boikot pdhal,negative
@baber67628 @tanyakanrl Kata siapa di korea ga banyak pilihan? Banyak banget malah dan jauh lebih murah dibanding produk yang di boikot. Tapi emang orang Korea tuh gengsinya tinggi sukanya brand luar yang mewah karena mereka nilai manusia dari apa yang nempel di badannya.,negative
Boikot semua tempat dan produk Israel....!!!!,negative
stance gw buat produk kaya RAD atau esqa lebih ke MALESSS aja kali ya dibanding boikot soalnya kaya yaudah i'm giving benefit of the doubt untuk para CEOnya itu emang mereka gatau dan they are willing to be educated tapi tetep aja kalau gue pribadi nopee gamau beli lagi,negative
Ga bisa bayangin gimana takutnya sedihnya hopelessnya jadi saudara-saudara kita yg ada di Palestina. Tapi sedihnya itu adalah hal-hal yang mereka lalui setiap harinya Banyakin doa untuk mereka terus share info2 tentang mereka dan boikot produk-produk ataupun ,negative
pdhal tujuan awal kita tuh naikin ht boikot produk wkwkwk udah ktawan ujungnya malah jadi ajang hate mana nuduh js pro israel,negative
Di antara produk terafiliasi Israel yang wajib kita BOIKOT..‼️ #AllEyesOnRaffah #FreePalestine #FreePalestine #RafahOneFıre #SaveGazaCivilians https://t.co/tuXjFDlwUe https://t.co/opiwIz909G,negative
ih sedih apa susahnya boikot produk pro israhelll?,negative
Nge insult pekerja di starbuck dan McD ataupun produk boikot lainnya juga gak boleh loh... Sebagai jobseeker gua ngerti gak segampang itu buat pindah kerjaan.. Mending doain aja mereka kalo pindah dr kerjaanya bisa dapet rejeki yg lebih,negative
@tanyakanrl Maaf ya nder klo mo boikot ya boikot aja si klo menurut gue tp jgn menghakimi orang yg masih memakai atau mengonsumsi produk itu. klo lu kek gitu sama aja lu ngompor2in buat ngebully orang lain serukan boikot tanpa membully orang lain ntar lama kelamaan mereka juga paham,negative
Boikot produk tidak penting ------------------------------ Change my mind,negative
@tohodarlingseu @tanyakanrl Strategi memaksakan buat hujat artis dg istilah STANDAR GANDA GERAKAN BUZZER ISRIWIL. Semacam adu domba.Biar ada respon kalau kyk gitu jatuhnya ngebully artis/produk. Pdhl ARTISNYA juga DG BANGGA PAKAI PRODUK berafiliasi GENOSIDA. Tujuan buat ngeredupin gerakan boikot. Paham?,negative
trus lu pikir knp sih ty buat story dan lgsg dihpus? brrti emg ga mudah buat speak up lgsg dia juga begitu krn grupnya udah keburu collab sama produk boikot. satu lagi humanity ga butuh duluan2 kak intinya disini siapa yang bisa menyuarakan bkn siapa yg duluan menyuarakan.,negative
@tanyarlfes kalian jangan asal fitnah orang yg beli produk yg diboikot itu sebagai pendukung isr org beli produknya karena butuh bukan karena dukung isrl terserah org mau boikot asal jgn paksa org lain ikutan boikot juga,negative
