full_text,sentiment
"Ky ga guna ya dsini teriak boikot smpe capek ..duarrrr si bpk2 alim mlh gtu...mngkin si bpk2 alim itu ga pnya hp, tv n internet jdi ga tahu ap yg terjadi",negatif
"Maaf ia klo cuma boikot yg receh2 tp yg jumbo ga di boikot si ga ada efek yg nyata",negatif
"Ya ngapain boikot?? Ga guna  yang ada ngrugiin ribuan orang indo. Mending gw langsung kirim duit bantuan lembaga. Dripda u bukannya bantu malah nambahin duit beli rudal ",negatif
"Bego. Boikot itu switching. Pindah doang yg beli. Yg diuntungkan produk lain. Sementara PHK gara2 pabrik bubar itu sudah dari dulu jauh sblm boikot. Lu kemana aja?",negatif
"Antara boikot produk sama seleksi alam persaingan produk usaha aja elu gak bisa bedain mbak. Jangan bego deh..",negatif
"yuk bisa yuk jadi nitizen yang kritis, jangan fomo ikut2 boikot produk yang gak salah kaya aqua",negatif
"Tetap fokus melakukan aksi boikot bersama org-org Palestina. Jangan terkecoh dgn list-list boikot ratusan produk ini-itu yg justru memecah konsentrasi kita.",positif
"Perlu  banget sih cari tau fakta nya dlu .intinya jangan sampai malah boikot produk yg pro Palestina seperti aqua .",negatif
"JANGAN MAU DIBODOHIN GUYS!! Justru le minerale ini pilihan terbaik dari produk sebelah yang support isriwil. Jangan sembarangan boikot. Riset dulu tolong!!!",negatif
"Kalo boikot jangan tanggung2 mbak, semua produk yang ada hubungannya dengan Israel diboikot aja tanpa terkecuali. Itu baru mantap.",positif
"pdhal kang boikot sdh bangga pamer pindah produk ke yg katanya lokal punya 🤠🤓",negatif
"setelah kerja sama dengan portal berita ngeluarin statement dari narasumber yang bahkan gak pernah merasa mengeluarkan statement, nyewa buzzer, sekarang masukkin mf aku jadi makin semangat untuk boikot! SEMANGAT PRODUK PRO ZIONIST, ALLAH MAHA MENGETAHUI",positif
"Yuk Boikot Starbucks ganti kopi kenangan dan kopi Nusantara, cintai produk dalam negeri anti penjajahan 😀",positif
"Satu keluarga sudah boikot produk Israel, kek Aqua, McD udah gak bakal kami beli beli",positif
"Biasanya sahur di mcd tp kali ini lg dukung boikot tuh produk",positif
"udahlah gausa sok Sokan boikot kalau masih nongkrong di Starbucks",negatif
"Gak usah boikot2 produk yg bukan dari bds jadinya mlh gk efektif",negatif
"kenapa ga nyari info ya tentang produk yg di boikot, stress bgt mikirin boikot produk yang ga efektif ini",negatif
"Adanya boikot ini malah masyarakat sendiri yang dirugikan, dan ini dapat menyebabkan banyak PHK serta pengangguran.",negatif
"Btw efek boikot bikin harga sembako pangan gak stabil. Dan banyak petani, nelayan jadi rugi. Yang rugi negara lu sendiri bukan isriwil.",negatif
"menolak tentang boikot produk-produk yang katanya dukung Israel, kalian ga mikirin nasib pegawainya? mereka tidak tahu apa-apa selain itu ada keluarga yang harus di nafkahi juga,.",negatif
"efek adanya boikot produk sebenernya bukan cuma merugikan perusahaan. tapi merugikan pedagang juga, karena beberapa produk minuman di boikot. ngaruh bgt ke penjualan.",negatif
"Boikot produk dapat merugikan banyak pihak di dalam negeri. #BoikotNgerugiinKita",negatif
"Boikot produk tuh bukan solusi bela palestina karena merugikan negara kita juga karena produk yang di boikot malah ga ada fakta bela Israel #boikotngerugiinkita",negatif
"Dengan adanya boikot justru merugikan negara. Akibat penjualan menurun, Unilever Indonesia melakukan pengurangan tenaga kerja",negatif
"Gausah sok Sokan mau ngelakuin boikot produk Israel. Malahan dengan adanya gerakan ini berpotensi meruntuhkan ekonomi Indonesia. Sakit bgt gw liatnya",negatif
"boikot tuh memperlemah perekonomian dampaknya ke karyawan yg bekerja di produk yg diboikot",negatif
"Apa sih gunanya pada boikot produk israel?? menurut gw sih ga ada malah makin rame tuh sekarang kfc,mcd,sbuck",negatif
"Apasih gunanya boikot produk? Menyusahkan! Nyatanya produk aqua kan produk lokal",negatif
"aku menolak boikot. Krn nyatanya produk McD dan KFC EMG enak pol",negatif
"boikot ini kesadaran pribadi mba gausa sok ngatur gw deh. Krn gw juga punya pendapat sendiri!!!",negatif
"Kebutuhan sehari-hari banyak yg dari produk boikot, tapi biarin aja aku tetep pake, disini gak ngaruh apa2",negatif
"Susah bgt mau ganti produk sehari-hari yg kena boikot, dahlah gw ga ikutan tuh boikot",negatif
"Aqua tuh produk lokal made in indonesia lhoh, ngapain juga kalian boikot, ga ada bukti valid kalau pro ke isriwil",negatif
"same kek temen gw gembor2 soal boikot tapi tetep ngerayain ultah di burger king KEK????????? dengan bagusnya story wa dia ada 3 tau isinya apa?? 2 story pertama tentang Palestine dan isu boikot terus story yg terakhir video dia ngerayain ultah di buger king",negatif
"Katanya mau suport UMKM kok malah lebih suka produk barat. Apalagi suds jelas burger king lagi di boikot karena pro zionis israel apa jangan2 ikutan juga pro zionis israel ya ? Makin berat nih tugasnya TKN dan para buzzer nyebokin nih orang. @kurawa @DedynurPalakka https://t.co/9VVaLKsBno",negatif
"Setiap dikasih mic selalu ada aja blundernya eyang ini. Burger king pdhal posisi nya mendukung Israel sehingga sedang di Boikot sama umat Islam di Indonesia sampai ada fatwa MUI juga loh. Eyang eyang.... #AMINAjaDulu https://t.co/c7XqOrDBrN",negatif
"bisa bisanya sohib gw bilang padahal kalo mau boikot gausah ajak ajak ya kasian karyawan mcd",negatif
"boikot mcd/starbucks adalah aksi tergblok sepanjang masa",negatif
"anying padahal resto cikin di korea jg banyak berasa kiamat aja gak bisa boikot mcd kfc aneh",negatif
"siapa yang kemarin heboh boikot-boikot mcd tapi lagi ada musibah listrik padam langsung ke mcd numpang isi daya? HAHAHAHA konyol",negatif
"gini deh lu org gabisa kah klo ga ikut2an boikot tu diem aja??? kek.. gausah caper dgn ngomong ak gapeduli boikot2an ttp gasss lgsg lari ke mcd jajan kek... kenapa seakan2 seluruh manusia yg hidup tu hrs tau klo lu ga boikot",negatif
"@bnsphrxyzzz Perasaan yg boikot teriak2 yg minum di sbux ama makan di kfc mereka semua peminum darah ama makan bayi palestina dah sekali di IYAiin ama bocil2 dongo malah tantrum semua gimana dah konsepnya",negatif
"anying padahal resto cikin di korea jg banyak berasa kiamat aja gak bisa boikot mcd kfc aneh",negatif
