created_at,full_text,sentiment
Tue Dec 26 08:04:13 +0000 2023,"Jujur sbnrnya gua masih bingung, menurut gua boikot ini bukan brrti kita berhenti memakai tapi lebih menahan diri dulu smntra buat ga beli",netral
Tue Dec 26 08:04:13 +0000 2023,"Alhamdulillah dr hal yg kecil skg sdh menganti beberapa produk yg mendukung zionis semoga terus istiqomah 🍉🇵🇸❤️#freepalestine",positif
Tue Dec 26 08:04:13 +0000 2023,"tpi kurang akurat kak.. krna Aqua yg pro israel ajaa disitu gk terdata.",negatif
Tue Dec 26 08:04:13 +0000 2023,"indofood dan mayora pro isriwil juga ya ternyata. Gapapa deh ya ga ikut boikot soalnya bingung mau nyari produk lain",negatif
Tue Dec 26 08:04:13 +0000 2023,"Kak A&W tuh iya juga atau engga?",netral
Tue Dec 26 08:04:13 +0000 2023,"Tapi gua pake odol pepsodent 😭 mau ganti yang lain gak bisaaaa",negatif
Tue Dec 26 08:04:13 +0000 2023,"Tetap istiqomah gess demi kemanusiaan",positif
Tue Dec 26 08:04:13 +0000 2023,"Please info pengganti Del Monte yg lebih enak apa ya?",netral
Tue Dec 26 08:04:13 +0000 2023,"serius ga papa kita tetep beli kalau kita susah melepasnya?😭",netral
Tue Dec 26 08:04:13 +0000 2023,"Coba dehh cari cari tentang Indofood. Ngeri jg tau faktanya😭 pdhl langsung ke perusahaan yg membiayai persenjataan siriwil🗿 Aku udh stop makan Indomie🗿 Skrng ganti Megah mie, sejati, dll😂🤣",positif
Tue Dec 26 08:04:13 +0000 2023,"aku ikut boikot² ini udah dari bberapa bulan yang lalu, tapi tiap ke supermarket terus liat orang² msih pada beli produk² yang katanya diboikot",positif
Tue Dec 26 08:04:13 +0000 2023,"Boikot terus gada manfaatnya",negatif
Tue Dec 26 08:04:13 +0000 2023,"banyak bet jir. memang knp sih kalo kita makan atau minum buatan israel kan gk ada yah setau aku hehehe😁",negatif
Tue Dec 26 08:04:13 +0000 2023,"klo terlanjur beli produk yg diboikot (sblmnya kita ga tau klo produk itu termasuk produk boikot) gmn?",netral
Tue Dec 26 08:04:13 +0000 2023,"Alhamdulillah produk produk yang pro isriwil kebanyakan aku emang gapake, jadi gaterlalu susah😍 kecuali aqua dan pepsodent, cuss langsung ganti",positif
Tue Dec 26 08:04:13 +0000 2023,"Trus gimana hukum nya buat para pejuang nafkah yg bekerja di unilever ?",netral
Tue Dec 26 08:04:13 +0000 2023,"Gue udh setahun boikot 😂😂 jadi pas restok awal bulan dah apal bnget produk2 nya",positif
Tue Dec 26 08:04:13 +0000 2023,"😂😂 atur ajalah .. kalo saya sih ga liat itu yg cocok yaa gue pake",negatif
Tue Dec 26 08:04:13 +0000 2023,"Gw sekuat tenaga nahan gak lirik produk yg di boikot padahal lagi diskon semua, ya Krn gw lagi dukung bgt nih boikot",positif
Tue Dec 26 08:04:13 +0000 2023,"sorry kak.. tapi gw ga menolak boikot klo tapi tetep nongkrong disitu.. kalo gw jadi temen lo bakal gw ceng in juga sih... kyk lo boikot tapi masih disitu nanggung amat..",negatif
Tue Dec 26 08:04:13 +0000 2023,"kemarinnn guee liat di minimarkett harga vaselinee potongannya gedee bgtt cuy😭😭 menahan diri untuk tidak membelii😭kmrn gw peduli kemanusiaan",positif
Tue Dec 26 08:04:13 +0000 2023,"gue sih gak ikut acara boikot2 soalnya gue masih butuh cuy (google, ig, wa, fb, youtube dkk).",negatif
Tue Dec 26 08:04:13 +0000 2023,"Krn Deket rumah cm ada McD, kfc, burger king dan akibat aksi boikot lagi banyak promo. Ya udah gw beli aja dah haha lumayan bgt kan buat anak rantau",negatif
Tue Dec 26 08:04:13 +0000 2023,"lihat klarifikasi fatwa dari MUI . gak ada produk yg diboikot. yg dimksud MUI itu aksi membela israel bukan produknya",netral
Tue Dec 26 08:04:13 +0000 2023,"skrg lagi dukung boikot produk..beli barang yg nggk ad Unilever nya",positif
Tue Dec 26 08:04:13 +0000 2023,"kmren aku di supermarket sampe lamaaa bgttttt, gara2 ngecekin list produk yg diboikot 😂😂",positif
Tue Dec 26 08:04:13 +0000 2023,"ya makanya gue gak mau ikut boikot yang lain, krna lu masih pake yang lain juga",negatif
Tue Dec 26 08:04:13 +0000 2023,"kalo ngabisin stok bole gasi ? mau dibuang takut mubazir",netral
Tue Dec 26 08:04:13 +0000 2023,"serius nanya nih ya, kalo warung kecil yg udh terlanjur stok gimana? apakah harus di buang? atau habisin stok dulu, abis itu jangan re-stok lagi?",netral
Tue Dec 26 08:04:13 +0000 2023,"serius tanya nih le minerale beneran pro Israel?",netral
Tue Dec 26 08:04:13 +0000 2023,"Lah iya, skr belanja kebutuhan diliat - liat teliti. takut belinya salah, alhamdulillah dikit2 dah bisa ganti brg2 produk yg ono demi dukung boikot",positif
Tue Dec 26 08:04:13 +0000 2023,"gw saking gedegnya ampe ngskip klo ada orang yg koar2 boikot😌 pdhal itu hak setiap orang malah pda maksa. Kalo gw pribadi ya ga ikut dukung si soalnya banyak ruginya",negatif
Tue Dec 26 08:04:13 +0000 2023,"yang udah terlanjur stok boleh di abisin dulu gak si?😓",netral
Tue Dec 26 08:04:13 +0000 2023,"dah mending lokal aja..banyak yg jauh lebih enak..lebih murah..saatnya produk lokal meroket 🥰🥰",positif
Tue Dec 26 08:04:13 +0000 2023,"ortu ku denger kbr itu langsung ganti saat itu juga 😭",positif
Tue Dec 26 08:04:13 +0000 2023,"Gw si blm bisa meninggalkan mcd. mcd tempat yg pas buat begadang nugas, seandainya di Indonesia khususnya jkt ada cafe study 24 jam hehe",negatif
Tue Dec 26 08:04:13 +0000 2023,"Sumber dari mana ya kalo aqua tuh produk boikot?",netral
Tue Dec 26 08:04:13 +0000 2023,"Pemboikotan tdk ada berdampak kk hnya beberp wktu, krna perusahaan besar psti punya dana darurat. Jd untk phk tdk akan dlm wktu dkt",negatif
Tue Dec 26 08:04:13 +0000 2023,"Alhamdulillah sedikit2 buat ngedukung boikot ini, ibuk udh ga restock produk2 yg pro isriwil 😭",positif
Tue Dec 26 08:04:13 +0000 2023,"Gini nih, boikot gak boikot itu terserah diri sendiri, kita gak 100% suci coi, gak usah sok2an anggap orng yg gak boikot suatu produk itu dajjal",netral
Tue Dec 26 08:04:13 +0000 2023,"BOLEH2 AJA BOIKOT MCD STARBUCKS DLL DEH, TAPI KASIH SOLUSI PEGAWAINYA JUGA DONG!!!!!!",netral
Tue Dec 26 08:04:13 +0000 2023,"Kalo prinsip gw buat ngedukung boikot tuh yang penting kita mengurangi pemakaian produk2 pro Israel tersebut, misal tadinya pake 10 produk bisa dikurangi jadi 5 produk",positif
Tue Dec 26 08:04:13 +0000 2023,"Aku tim yang kalau ragu mending gk usah boikot segala macem",negatif
Tue Dec 26 08:04:13 +0000 2023,"alhamdulillah walaupun tidak bisa berdonasi ..tapi aku berhenti pake produk unilever. Yok dukung boikot semuanya",positif
Tue Dec 26 08:04:13 +0000 2023,"unilever gmn?? apa betul itu produk dri israel??",netral
Tue Dec 26 08:04:13 +0000 2023,"semuanya sudah di ganti produk lokal,sedang beradaptasi dengan Masako,bismillah dukung boikot..",positif
Tue Dec 26 08:04:13 +0000 2023,"Cape banget masalah boikot ini... Emang ngaruh bgt?",negatif
Tue Dec 26 08:04:13 +0000 2023,"Ya Allah aku mau ngabisin dulu yang ada biar ga mubazir ,next ganti produk soalnya mau ngedukung boikot demi kemanusiaan 🥺",positif
Tue Dec 26 08:04:13 +0000 2023,"Yah itu sih tergantung mindset nya ya, kalo yang gak mau boikot ya boleh, kalo mau boikot ya boleh",netral
Tue Dec 26 08:04:13 +0000 2023,"Aku sih tetep beli McD soalnya enak dan kadang banyak promonya xixixix:)",negatif
Tue Dec 26 08:04:13 +0000 2023,"Yok ges ttp boikot ya soalnya efek boikot produk pro Israel di banyak negara bikin penjualan McDonald's merosot. Pertumbuhannya anjlok 4 kuartal berturut-turut loh hehe:). #bisnisupdate #update #bisnis #text",positif
Tue Dec 26 08:04:13 +0000 2023,"ini kampanye boikot boikot kok makin lama makin meresahkan ya.",negatif
Tue Dec 26 08:04:13 +0000 2023,"Penjualan McDonald's mengalami penurunan di banyak negara sebagai dampak dari boikot terhadap produk pro-Israel. Penurunan ini mencerminkan situasi pasar yang kompleks dan dapat memiliki implikasi yang beragam bagi perusahaan.",netral
Tue Dec 26 08:04:13 +0000 2023,"maaf nestle tuh produk boikot. So mau boikot dlu 🙏🏻",positif
Tue Dec 26 08:04:13 +0000 2023,"aku menolak boikot. Krn nyatanya produk McD dan KFC EMG enak pol",negatif
Tue Dec 26 08:04:13 +0000 2023,"Aksi boikot di negara ini msih kurang,  Buktinya sekelas mekdi, KFC, sama starbak di sini msih aja rame. jd ga usahlah sok Sokan boikot",negatif
Tue Dec 26 08:04:13 +0000 2023,"Emg boikot tuh gunanya apa? Menyusahkan! Nyatanya produk aqua kan produk lokal",negatif
Tue Dec 26 08:04:13 +0000 2023,"KFC masuk produk boikot ga sih?",netral
Tue Dec 26 08:04:13 +0000 2023,"kfc ga masuk daftar produk boikot lagi ya?",netral
Tue Dec 26 08:04:13 +0000 2023,"Gue ga ikutan boikot, tapi emang gak konsumsi barang2 yg diboikot.",netral
Tue Dec 26 08:04:13 +0000 2023,"Boikot ini malah menambah motivasi untuk mensukseskan kampanye pemerintah untuk beralih ke produk dalam negeri",positif
Tue Dec 26 08:04:13 +0000 2023,"Apa gunanya pada boikot produk israel?? menurut gw sih ga ada malah makin rame tuh sekarang kfc,mcd,sbuck",negatif
Tue Dec 26 08:04:13 +0000 2023,"Dalam keadaan darurat, mendukung atau menolak boikot gak jadi masalah. Allah juga tau niat kita makan produk boikot itu apa.",netral
Tue Dec 26 08:04:13 +0000 2023,"Butuh list produk boikot deh soalnya gw mo dukung boikot, yg gue tau cuman mcd, bk, kfc, produk unilever, sama coca cola",positif
Tue Dec 26 08:04:13 +0000 2023,"boikot malah memperlemah perekonomian dampaknya ke karyawan yg bekerja di produk yg diboikot",negatif
Tue Dec 26 08:04:13 +0000 2023,"kfc masuk produk boikot ga si?",netral
Tue Dec 26 08:04:13 +0000 2023,"Gada gunanya boikot. Bener produk nya nggak laku perusahaan nya terus tutup tp karyawannya banyak yg di PHK haha miris",negatif
Tue Dec 26 08:04:13 +0000 2023,"Gw dukung boikot selama ada produk pengganti. Kaya KFC, McD udah bener2 stop. Padahal dulu tiap hari beli ice creamnya McD.",positif
Tue Dec 26 08:04:13 +0000 2023,"Persoalan masyarakat boikot atau tidak, itu mindset & kebutuhan. Saya pribadi sudah pakai produk lokal, walaupun tidak 100% lepas dari produk terafiliasi",netral
Tue Dec 26 08:04:13 +0000 2023,"Gw ga memihak manapun. giliran disuguhin fakta kalo netizen juga masih pake produk amerika lgsg jawabnya 'ya kita kan gabisa 100% menghindari semua blablabla' hilih! suarakan boikot, tapi jgn jd pembully.",netral
Tue Dec 26 08:04:13 +0000 2023,"Yok gais tetep dukung boikot, kita baik2 aja tanpa kfc, mcd dan produk lainnyaa",positif
Tue Dec 26 08:04:13 +0000 2023,"milo tuh produk boikot. ngasih tau aja sih 😔🙏🏻",netral
Tue Dec 26 08:04:13 +0000 2023,"Gausah sok Sokan mau ngelakuin boikot produk Israel. Adanya gerakan ini malah berpotensi meruntuhkan ekonomi Indonesia. Sakit bgt gw liatnya",negatif
Tue Dec 26 08:04:13 +0000 2023,"Semenjak dukung boikot mcd dan kfc. Aku sadar kalo produk umkm ternyata enak dan lezat",positif
Tue Dec 26 08:04:13 +0000 2023,"Kenapa sih orang makan atau beli mcd sama sbux langsung koar koar boikot tapi kalo orang beli produk kaya nestle dll pada diem aja. Ada yg bisa jelasin?",netral
Tue Dec 26 08:04:13 +0000 2023,"Mending donasi dan doa lebih konstruktif daripada boikot produk dalam yang hanya merugikan kita sendiri. #BoikotNgerugiinKita",netral
Tue Dec 26 08:04:13 +0000 2023,"Dukung terus aksi boikot dan tetap konsisten dalam mendukung boikot produk zionis kaya produk Danone Aqua",positif
Tue Dec 26 08:04:13 +0000 2023,"Boikot tuh merugikan bangsa sendiri jg, mendingan perbanyak sumbangan",negatif
Tue Dec 26 08:04:13 +0000 2023,"Boikot adalah aksi cerdas, krn boikot UMKM dan produk lokal yg selama ini gak dilirik justru sekarang makin disadari keberadaannya",positif
Tue Dec 26 08:04:13 +0000 2023,"Dengan aksi boikot ini justru merugikan negara. Akibat penjualan menurun, Unilever Indonesia melakukan pengurangan tenaga kerja",negatif
Tue Dec 26 08:04:13 +0000 2023,"Ga pernah beli starbucks. Soalnya gw setuju banget dg aksi boikot ini",positif
Tue Dec 26 08:04:13 +0000 2023,"Boikot produk bukan solusi bela palestina karena merugikan negara kita juga karena produk yang di boikot malah ga ada fakta bela Israel #boikotngerugiinkita”,negatif 
Tue Dec 26 08:04:13 +0000 2023,"Boikot dapat merugikan banyak pihak di dalam negeri. #BoikotNgerugiinKita",negatif
Tue Dec 26 08:04:13 +0000 2023,"adanya boikot produk sebenernya bukan cuma merugikan perusahaan. tapi merugikan pedagang juga, karena beberapa produk minuman di boikot. ngaruh bgt ke penjualan.",negatif
Tue Dec 26 08:04:13 +0000 2023,"Yuk boikot tuh produk danone aqua, aqua juga kan gak bisa nyangkal terkait pro israel",positif
Tue Dec 26 08:04:13 +0000 2023,"gini, mau dukung boikot apa menolak itu hak personal, kamu boikot silahkan, ngurangi produk silahkan, tetap beli silahkan. aku g belain siapa siapa. . .",netral
Tue Dec 26 08:04:13 +0000 2023,"Yuk dukung boikot produk Danone Aqua !!!",positif
Tue Dec 26 08:04:13 +0000 2023,"kalian ga mikirin nasib pegawainya? mereka tidak tahu apa-apa selain itu ada keluarga yang harus di nafkahi juga,.",negatif
Tue Dec 26 08:04:13 +0000 2023,"udah paling bener tolak boikot aja anti ribet",negatif
Tue Dec 26 08:04:13 +0000 2023,"Oreo dan Biskuat dari Israel? Kalo mau dukung atau tolak boikot harus selektif ya man teman",netral
Tue Dec 26 08:04:13 +0000 2023,"baru tau kalau oreo produk di boikot",netral
Tue Dec 26 08:04:13 +0000 2023,"Tau ga sih apa aja list produk boikot ??????",netral
Tue Dec 26 08:04:13 +0000 2023,"Biasanya sering beli ayam di mcd tp kali ini lg dukung boikot tuh produk",positif
Tue Dec 26 08:04:13 +0000 2023,"Unilever melakukan PHK 7.500 Karyawan. Hebat kan aksi boikot ini malah ngerugiin masyarakat hadeh",negatif
Tue Dec 26 08:04:13 +0000 2023,"Makan aja, soalnya kalo dibuang juga dosa. Tapi mungkin next time bilang aja ke org yg kasih klo kmu boikot mcd",netral
Tue Dec 26 08:04:13 +0000 2023,"yuk boikot mcd & sbuck karna produk/brand lokal banyak yg lebih enak dan yg terpenting LEBIH MURAH hehehhee",positif
Tue Dec 26 08:04:13 +0000 2023,"Klo mo membantu saudara kita di Palestina, yang pertama kali bisa kita lakukan adalah donasi, kan banyak cara untuk membantu bukannya hanya boikot saja",netral
Tue Dec 26 08:04:13 +0000 2023,"efek boikot bikin harga sembako pangan gak stabil. Dan banyak petani, nelayan jadi rugi. Yang rugi negara lu sendiri bukan israel.",negatif
Tue Dec 26 08:04:13 +0000 2023,"boikot malah membuat masyarakat sendiri yang dirugikan, dan ini dapat menyebabkan banyak PHK serta pengangguran.",negatif
Tue Dec 26 08:04:13 +0000 2023,"Harus selektif dalam mengambil langkah terutama dalam hal boikot produk, faktanya Aqua tidak termasuk dalam produk yg diboikot dan Aqua dukung terus Palestina.",netral
Tue Dec 26 08:04:13 +0000 2023,"Alhamdulillah seneng bgt karena tidak salah yang aku lakukan selama ini dengan tidak ikut-ikutan boikot produk Aqua, sebaliknya makin menguatkan bahwa ternyata Aqua itu Pro Palestina 🙂👌🙏 so, tolak boikot aqua",negatif
Tue Dec 26 08:04:13 +0000 2023,"Aksi Boikot Produk Pro Israel Menjadikan Industri Lokal Buka Lapangan Kerja Baru loh",positif
Tue Dec 26 08:04:13 +0000 2023,"gapapa banget buat ngurangin produk luar. aku, sendiri juga boikot produk2 dari perusahaan multinational macem nestle, coca cola karna banyak alasan lainnya",netral
Tue Dec 26 08:04:13 +0000 2023,"Yuk jgn termakan hoax. Gerakan boikot ini sangat  berdampak kepada beberapa merek, seperti perusahaan air minum AQUA yang diisukan sebagai produk Israel. Padahal, AQUA adalah produk asli Indo",netral
Tue Dec 26 08:04:13 +0000 2023,"Es krim oreo salah satu produk dari walls yg dimana mereka pro israel, yuk dukung boikot. better beli eskrim buatan indonesia",positif
Tue Dec 26 08:04:13 +0000 2023,"Baru tau gw klo burger king itu produk boikot😭",netral
Tue Dec 26 08:04:13 +0000 2023,"akhirnya Aqua itu Pro Palestina jadi sudah waktunya kita kembali mengkonsumsi sehari-hari produk Danone dan tidak ikutan untuk boikot ataupun nyebarin fitnah di medsos🙂🙏👌 yuk jangan boikot aqua gaes",negatif
Tue Dec 26 08:04:13 +0000 2023,"Burger king tuh produk boikot ga si???",netral
Tue Dec 26 08:04:13 +0000 2023,"Di list produk boikot ada burger king, mcd, subway, domino, semoga ttp konsisten dukung boikot produk isriwil👊🏻👊🏻",positif
Tue Dec 26 08:04:13 +0000 2023,"Akhirnya dapat berita kalo Aqua Pro Palestina jadi dah waktunya kita konsumsi kembali produk Aqua dan tidak ikutan tuk boikot ya gaes👌🙏",negatif
Tue Dec 26 08:04:13 +0000 2023,"boikot royco gaes, jgn kasi kendor",positif
Tue Dec 26 08:04:13 +0000 2023,"Bijaklah dalam boikot produk guys, kasian karyawan aqua ikut kena imbas",netral
Tue Dec 26 08:04:13 +0000 2023,"sampe sekarang gue masih beli Aqua. Emang terbukti bukan produk Israel dan selalu pro Palestina",negatif
Tue Dec 26 08:04:13 +0000 2023,"Burger king tuh enak bgt, juicy parah, ga kering ayamnya, tapi gua udah ga beli lagi krna produk boikot",positif
Tue Dec 26 08:04:13 +0000 2023,"Jangan sampai salah sasaran boikot produk/perusahaan. karena supaya lebih efektif perlu juga strategi & selektif",netral
Tue Dec 26 08:04:13 +0000 2023,"Maaf ga bisa boikot Coca cola soalnya minuman wajib saat hari raya hehe",negatif
Tue Dec 26 08:04:13 +0000 2023,"Aksi boikot ini merupakan momen untuk up produk lokal. Yuk boikot teruuss",positif
Tue Dec 26 08:04:13 +0000 2023,"udahlah gausa boikot segala macem kalau masih nongkrong di Starbucks",negatif
Tue Dec 26 08:04:13 +0000 2023,"Gak usah boikot2 produk yg bukan dari bds jadinya mlh gk efektif dan malah ngerugiin",negatif
Tue Dec 26 08:04:13 +0000 2023,"Gaes produk yg diboikot itu harus sesuai sama bds ya?",netral
Tue Dec 26 08:04:13 +0000 2023,"Yuk dukung produk lokal yang sebelumnya terkena boikot, karena banyak yang dirugikan akibat boikot yang tidak tepat.",netral
Tue Dec 26 08:04:13 +0000 2023,"Akhirnya udah dukung semua produk isriwil boikot kaya mcd,kfc,burger king, dunkin, pizza, rinso, sunlight",positif
Tue Dec 26 08:04:13 +0000 2023,"Untung ga gampang ke makan sama hoax. Apalagi aqua jelas banget mendukung palestina. Stop boikot aqua",negatif
Tue Dec 26 08:04:13 +0000 2023,"Yupi boleh nggak sih apa termasuk produk boikot juga ya ??",netral
Tue Dec 26 08:04:13 +0000 2023,"Setuju pol buat dukung boikot produk zionis",positif
Tue Dec 26 08:04:13 +0000 2023,"Yeyyy bisa balik minum Aqua dengan tenang. Yuk stop boikot produk ini",negatif
Tue Dec 26 08:04:13 +0000 2023,"Produk unilever masuk produk boikot ga si?",netral
Tue Dec 26 08:04:13 +0000 2023,"kenapa ga nyari info ya tentang produk yg di boikot, stress bgt mikirin boikot produk yang ga efektif dan malah merugikan",negatif
Tue Dec 26 08:04:13 +0000 2023,"Sudah boikot produk Israel, kek Aqua, McD udah gak bakal kami beli beli lagi walaupun promo",positif
Tue Dec 26 08:04:13 +0000 2023,"Fanta itu produk boikot apa ga?",netral
Tue Dec 26 08:04:13 +0000 2023,"Terkadang udah boikot produk.. Tp kadang ya msh beli soalnya blm Nemu penggantinya",netral
Tue Dec 26 08:04:13 +0000 2023,"Boikot Starbucks ganti kopi kenangan dan kopi Nusantara, cintai produk dalam negeri anti penjajahan 😀",positif
Tue Dec 26 08:04:13 +0000 2023,"akhirnya terkuak fakta kalo aqua dukung palestina jadi kan ga perlu boikot produk nya deh",negatif
Tue Dec 26 08:04:13 +0000 2023,"Semangat boikot McD dan kfc gaes. Lagian banyak kok produk lokal yang setara",positif
Tue Dec 26 08:04:13 +0000 2023,"SAH aqua bukan produk boikot, jgn percaya hoax lagi ya",negatif
Tue Dec 26 08:04:13 +0000 2023,"Yok gas terus dukung boikot, jangan lupa boikot Dunkin Donat yah guys...",positif
Tue Dec 26 08:04:13 +0000 2023,"Gw masih sering beli aqua, kan di list gada ya? Jadi gw fifty2 aja lah😁",netral
Tue Dec 26 08:04:13 +0000 2023,"Mari boikot Israel melalui produk produknya yg ada di NKRI !!!",positif
Tue Dec 26 08:04:13 +0000 2023,"Aqua tuh produk lokal made in indonesia lhoh, ngapain juga kalian boikot, ga ada bukti valid kalau pro ke isriwil",negatif
Tue Dec 26 08:04:13 +0000 2023,"Yok gas boikot McD, kfc jgn kasih kendor.",positif
Tue Dec 26 08:04:13 +0000 2023,"Susah bgt mau ganti produk sehari-hari yg kena boikot, dahlah gw ga ikutan tuh boikot",negatif
Tue Dec 26 08:04:13 +0000 2023,"Sebagai orang yg tau starbucks itu ga enak, dan boikot aqua. Saya ga punya hak juga buat ngelarang orang orang pake produk ini siapapun mereka. Ngasih tau aja sekali, tapi kalo tetep pake yaudah.",netral
Tue Dec 26 08:04:13 +0000 2023,"Kalo ga bisa ganti produknya si gapapa sambil ikhtiar cari penggantinya. Klo gw si gamau ribet dan males boikot yg susah cari gantinya",negatif
Tue Dec 26 08:04:13 +0000 2023,"Kebutuhan sehari-hari banyak yg dari produk boikot, tapi biarin aja aku tetep pake, disini gak ngaruh apa2",negatif
Tue Dec 26 08:04:13 +0000 2023,"Semangat saudara² yang peduli dengan kemanusiaan. Tetep boikot produk israel @McDonalds_ID, @SbuxIndonesia.",positif
Tue Dec 26 08:04:13 +0000 2023,"Saya ga peduli tuh sama konflik israel palestine, dan ga ikut2an boikot produk apapun. Beda sama orng yg teriak peduli palestine sambil boikat boikot tapi tetep jadi donatur. Sungguh hiprokit 🤣",negatif
Tue Dec 26 08:04:13 +0000 2023,"boikot ini kesadaran pribadi mba gausa sok ngatur gw deh. Krn gw juga punya pendapat sendiri!!!",negatif
Tue Dec 26 08:04:13 +0000 2023,"orang yg beli starbuck atau aqua belum tentu dukung israel jadi jangan fitnah mereka dukung israel, siapa aja boleh dukung palestina dgn caranya sendiri tapi jangan maksa orang boikot produk tertentu",netral
Tue Dec 26 08:04:13 +0000 2023,"Bener-bener gak paham sama gerakan boikot beginian. Produk-produknya kan buatan Indonesia semua.",netral
Tue Dec 26 08:04:13 +0000 2023,"Sebenarnya bagus bgt kalo mau jadi kaum militan soal boikot produk Israel. Tapi tetep harus mempertimbangkan fungsionalnya juga.",netral
Tue Dec 26 08:04:13 +0000 2023,"Yok gas boikot, ganti ke produk lokal Indonesia.",positif
Tue Dec 26 08:04:13 +0000 2023,"Sejauh ini juga aku ga pernah ikut boikot yg beredar di tiktok apalagi kalo itu produk Indonesia asli",negatif
Tue Dec 26 08:04:13 +0000 2023,"Oreo dan Biskuat Bagian Dari Israel? Yuk selektif Dalam Memilih Produk Pada Gerakan Boikot",netral
Tue Dec 26 08:04:13 +0000 2023,"Sebagai warning juga kepada perusahaan2 itu untuk tidak memberikan support ke penjajah zionis. Efek samping dari boikot itu ya UMKM dan produk lokal lainnya yang serupa bisa lebih naik.",positif
Tue Dec 26 08:04:13 +0000 2023,"Boikot tuh bukan soal agama tapi soal KEMANUSIAAN!! ayo terus boikot idol idol yang mengkonsumsi produk produk boikot dan terus boikot produk yang masuk ke dalam daftar produk boikot!!! Idol kalian enak bisa makan, tidur, dan istirahat dengan tenang!!",positif
Tue Dec 26 08:04:13 +0000 2023,"Oh iy produk boikot ky MCD itu ga berafiliasi sama israel sama sekali n msh bnyk produk israel yg dipake kyk pesawat tempur tp kalian ga boikot kn?",netral
Tue Dec 26 08:04:13 +0000 2023,"Gw bingung yg dharepin dr boikot tu apa? Zionis keabisan duit?? Kaga mungkin slm amrika msh cetak dollar! lo mw  boikot ya silakan, orng mw minum makan mcd silakan,klian msh pk  produk  amerika tp nyerang orang yg knsumsi starbuck ya t*l*l!",negatif
Tue Dec 26 08:04:13 +0000 2023,"Klo gw juga mau makan apaan kek produk boikot gw gak peduli tapi ya keep it private aja lah. jangan kayak org tone deaf gitu. 😅",negatif
Tue Dec 26 08:04:13 +0000 2023,"Apa akan ada PHK besar2an terhadap para karyawan produk yg kena boikot saat sales mereka minus?",netral
Tue Dec 26 08:04:13 +0000 2023,"Bakal kecewa bgt sih kalo mereka terlibat sama produk boikot :(",negatif
Tue Dec 26 08:04:13 +0000 2023,"Akibat boikot produk zionis, produk lokal berkembang cerah.",positif
Tue Dec 26 08:04:13 +0000 2023,"Saya udh tau list produk yg diboikot tapi gak boikot sb dan mcd gpp kan?",netral
Tue Dec 26 08:04:13 +0000 2023,"Klo udah terlanjur pakai barangnya yaudah dipergunakan aja sampai rusak (laptop/sepatu). boikot disini ditujukan untuk mengingatkan kita agar kedepannya kita tidak lagi membeli/mengonsumsi produk-produk tersebut. makasiii cmiiw🙏🙏🙏",netral
Tue Dec 26 08:04:13 +0000 2023,"Setuju banget boikot starbuck. Tp tau ga bang knp produk umkm ngegaji karyawannya di bawah UMR? itu karna mereka kalah saing sm produk luar itu jd pendapatannya sedikit.",positif
Tue Dec 26 08:04:13 +0000 2023,"Minum produk apapun preferensi pribadi, klo boikot boikot sendiri aja jangan maksa ya man teman",netral
Tue Dec 26 08:04:13 +0000 2023,"Boikot tuh efektif untuk mendorong produk UMKM lokal. Kapan lagi produk UMKM bisa bersaing dengan waralaba yg udh skala internasional.",positif
Tue Dec 26 08:04:13 +0000 2023,"aku liat di bds kayanya produk sunlight ga masuk boikot",negatif
Tue Dec 26 08:04:13 +0000 2023,"cara yg bisa dilakukan ya gausah beli produknya, real boikot walaupun se bagus apapun itu produk colabnya.",positif
Tue Dec 26 08:04:13 +0000 2023,"Adanya aksi boikot di Indonesia tuh dampaknya ke Israel apa ya kak?",netral
Tue Dec 26 08:04:13 +0000 2023,"Buat gua justru boikot ini nyelametin dompet banget & bikin melek produk lokal yg sama bagus dan lebih terjangkau. Lu mau ngebacot apa gua gak peduli🤣🤣",positif
Tue Dec 26 08:04:13 +0000 2023,"Boikot itu gak sesederhana yg kau pikirkan. Misalnya produk A diboikot padahal pabriknya juga ada di Indonesia...klo itu terjadi berarti akan ada PHK besar-besaran...trus kamu bisa gak nampung untuk kasih kerjaan...mikir...",negatif
Tue Dec 26 08:04:13 +0000 2023,"Banned aja itu zionis, tetap Boikot produk pro zionis kaya McD, kfc",positif
Tue Dec 26 08:04:13 +0000 2023,"sampai sekarang saya tidak menemukan produk sbux mcd kfc dll mendukung isriwil, emang udah ada fakta ya??",negatif
Tue Dec 26 08:04:13 +0000 2023,"Biasanya pake royco. Tp karna masuk list boikot, jadi sorry to say gw boikot tuh produk",positif
Tue Dec 26 08:04:13 +0000 2023,"Gw jg tetep make produk Israel  terlepas dri boikot2 itu. Karna gw emg ngerasa cocok dan worth it",negatif
Tue Dec 26 08:04:13 +0000 2023,"Kalian ga mikir berapa  ribu orang Indonesia  akan kehilangan mata pencaharian dr produk yg kalian boikot. Mikir gaaa ???? Udah gausa boikot boikot kasian tauuu",negatif
Tue Dec 26 08:04:13 +0000 2023,"Alhamdulillah tetep semangat boikot, sebel bgt klo ngeliat temen sendiri masih mengkonsumsi produk boikot padahal udh tau itu lagi diboikot😤",positif
