full_text,sentiment
"boikot malah memperlemah perekonomian dampaknya ke karyawan yg bekerja di produk yg diboikot",negatif
"kfc masuk produk boikot ga si?",netral
"Gada gunanya boikot. Bener produk nya nggak laku perusahaan nya terus tutup tp karyawannya banyak yg di PHK haha miris",negatif
"Gw dukung boikot selama ada produk pengganti. Kaya KFC, McD udah bener2 stop. Padahal dulu tiap hari beli ice creamnya McD.",positif
"Persoalan masyarakat boikot atau tidak, itu mindset & kebutuhan. Saya pribadi sudah pakai produk lokal, walaupun tidak 100% lepas dari produk terafiliasi",netral
"Gw ga memihak manapun. giliran disuguhin fakta kalo netizen juga masih pake produk amerika lgsg jawabnya 'ya kita kan gabisa 100% menghindari semua blablabla' hilih! suarakan boikot, tapi jgn jd pembully.",netral
"Yok gais tetep dukung boikot, kita baik2 aja tanpa kfc, mcd dan produk lainnyaa",positif
"milo tuh produk boikot. ngasih tau aja sih 😔🙏🏻",netral
"Gausah sok Sokan mau ngelakuin boikot produk Israel. Adanya gerakan ini malah berpotensi meruntuhkan ekonomi Indonesia. Sakit bgt gw liatnya",negatif
"Semenjak dukung boikot mcd dan kfc. Aku sadar kalo produk umkm ternyata enak dan lezat",positif
"Kenapa sih orang makan atau beli mcd sama sbux langsung koar koar boikot tapi kalo orang beli produk kaya nestle dll pada diem aja. Ada yg bisa jelasin?",netral
"Mending donasi dan doa lebih konstruktif daripada boikot produk dalam yang hanya merugikan kita sendiri. #BoikotNgerugiinKita",netral
"Dukung terus aksi boikot dan tetap konsisten dalam mendukung boikot produk zionis kaya produk Danone Aqua",positif
"Boikot tuh merugikan bangsa sendiri jg, mendingan perbanyak sumbangan",negatif
"Boikot adalah aksi cerdas, krn boikot UMKM dan produk lokal yg selama ini gak dilirik justru sekarang makin disadari keberadaannya",positif
"Dengan aksi boikot ini justru merugikan negara. Akibat penjualan menurun, Unilever Indonesia melakukan pengurangan tenaga kerja",negatif
"Ga pernah beli starbucks. Soalnya gw setuju banget dg aksi boikot ini",positif
"Boikot produk bukan solusi bela palestina karena merugikan negara kita juga karena produk yang di boikot malah ga ada fakta bela Israel #boikotngerugiinkita”,negatif 
"Boikot dapat merugikan banyak pihak di dalam negeri. #BoikotNgerugiinKita",negatif
"adanya boikot produk sebenernya bukan cuma merugikan perusahaan. tapi merugikan pedagang juga, karena beberapa produk minuman di boikot. ngaruh bgt ke penjualan.",negatif
"Yuk boikot tuh produk danone aqua, aqua juga kan gak bisa nyangkal terkait pro israel",positif
"gini, mau dukung boikot apa menolak itu hak personal, kamu boikot silahkan, ngurangi produk silahkan, tetap beli silahkan. aku g belain siapa siapa. . .",netral
"Yuk dukung boikot produk Danone Aqua !!!",positif
"kalian ga mikirin nasib pegawainya? mereka tidak tahu apa-apa selain itu ada keluarga yang harus di nafkahi juga,.",negatif
"udah paling bener tolak boikot aja anti ribet",negatif
"Oreo dan Biskuat dari Israel? Kalo mau dukung atau tolak boikot harus selektif ya man teman",netral
"baru tau kalau oreo produk di boikot",netral
"Tau ga sih apa aja list produk boikot ??????",netral
"Biasanya sering beli ayam di mcd tp kali ini lg dukung boikot tuh produk",positif
"Unilever melakukan PHK 7.500 Karyawan. Hebat kan aksi boikot ini malah ngerugiin masyarakat hadeh",negatif
"Makan aja, soalnya kalo dibuang juga dosa. Tapi mungkin next time bilang aja ke org yg kasih klo kmu boikot mcd",netral
"yuk boikot mcd & sbuck karna produk/brand lokal banyak yg lebih enak dan yg terpenting LEBIH MURAH hehehhee",positif
"Klo mo membantu saudara kita di Palestina, yang pertama kali bisa kita lakukan adalah donasi, kan banyak cara untuk membantu bukannya hanya boikot saja",netral
"efek boikot bikin harga sembako pangan gak stabil. Dan banyak petani, nelayan jadi rugi. Yang rugi negara lu sendiri bukan israel.",negatif
"boikot malah membuat masyarakat sendiri yang dirugikan, dan ini dapat menyebabkan banyak PHK serta pengangguran.",negatif
"Harus selektif dalam mengambil langkah terutama dalam hal boikot produk, faktanya Aqua tidak termasuk dalam produk yg diboikot dan Aqua dukung terus Palestina.",netral
"Alhamdulillah seneng bgt karena tidak salah yang aku lakukan selama ini dengan tidak ikut-ikutan boikot produk Aqua, sebaliknya makin menguatkan bahwa ternyata Aqua itu Pro Palestina 🙂👌🙏 so, tolak boikot aqua",negatif
"Aksi Boikot Produk Pro Israel Menjadikan Industri Lokal Buka Lapangan Kerja Baru loh",positif
"gapapa banget buat ngurangin produk luar. aku, sendiri juga boikot produk2 dari perusahaan multinational macem nestle, coca cola karna banyak alasan lainnya",netral
"Yuk jgn termakan hoax. Gerakan boikot ini sangat  berdampak kepada beberapa merek, seperti perusahaan air minum AQUA yang diisukan sebagai produk Israel. Padahal, AQUA adalah produk asli Indo",netral
"Es krim oreo salah satu produk dari walls yg dimana mereka pro israel, yuk dukung boikot. better beli eskrim buatan indonesia",positif
"Baru tau gw klo burger king itu produk boikot😭",netral
"akhirnya Aqua itu Pro Palestina jadi sudah waktunya kita kembali mengkonsumsi sehari-hari produk Danone dan tidak ikutan untuk boikot ataupun nyebarin fitnah di medsos🙂🙏👌 yuk jangan boikot aqua gaes",negatif
"Burger king tuh produk boikot ga si???",netral
"Di list produk boikot ada burger king, mcd, subway, domino, semoga ttp konsisten dukung boikot produk isriwil👊🏻👊🏻",positif
"Akhirnya dapat berita kalo Aqua Pro Palestina jadi dah waktunya kita konsumsi kembali produk Aqua dan tidak ikutan tuk boikot ya gaes👌🙏",negatif
"boikot royco gaes, jgn kasi kendor",positif
"Bijaklah dalam boikot produk guys, kasian karyawan aqua ikut kena imbas",netral
"sampe sekarang gue masih beli Aqua. Emang terbukti bukan produk Israel dan selalu pro Palestina",negatif
"Burger king tuh enak bgt, juicy parah, ga kering ayamnya, tapi gua udah ga beli lagi krna produk boikot",positif
"Jangan sampai salah sasaran boikot produk/perusahaan. karena supaya lebih efektif perlu juga strategi & selektif",netral
"Maaf ga bisa boikot Coca cola soalnya minuman wajib saat hari raya hehe",negatif
"Aksi boikot ini merupakan momen untuk up produk lokal. Yuk boikot teruuss",positif
"udahlah gausa boikot segala macem kalau masih nongkrong di Starbucks",negatif
"Gak usah boikot2 produk yg bukan dari bds jadinya mlh gk efektif dan malah ngerugiin",negatif
"Gaes produk yg diboikot itu harus sesuai sama bds ya?",netral
"Yuk dukung produk lokal yang sebelumnya terkena boikot, karena banyak yang dirugikan akibat boikot yang tidak tepat.",netral
"Akhirnya udah dukung semua produk isriwil boikot kaya mcd,kfc,burger king, dunkin, pizza, rinso, sunlight",positif
"Untung ga gampang ke makan sama hoax. Apalagi aqua jelas banget mendukung palestina. Stop boikot aqua",negatif
"Yupi boleh nggak sih apa termasuk produk boikot juga ya ??",netral
"Setuju pol buat dukung boikot produk zionis",positif
"Yeyyy bisa balik minum Aqua dengan tenang. Yuk stop boikot produk ini",negatif
"Produk unilever masuk produk boikot ga si?",netral
"kenapa ga nyari info ya tentang produk yg di boikot, stress bgt mikirin boikot produk yang ga efektif dan malah merugikan",negatif
"Sudah boikot produk Israel, kek Aqua, McD udah gak bakal kami beli beli lagi walaupun promo",positif
"Fanta itu produk boikot apa ga?",netral
"Terkadang udah boikot produk.. Tp kadang ya msh beli soalnya blm Nemu penggantinya",netral
"Boikot Starbucks ganti kopi kenangan dan kopi Nusantara, cintai produk dalam negeri anti penjajahan 😀",positif
"akhirnya terkuak fakta kalo aqua dukung palestina jadi kan ga perlu boikot produk nya deh",negatif
"Semangat boikot McD dan kfc gaes. Lagian banyak kok produk lokal yang setara",positif
"SAH aqua bukan produk boikot, jgn percaya hoax lagi ya",negatif
"Yok gas terus dukung boikot, jangan lupa boikot Dunkin Donat yah guys...",positif
"Gw masih sering beli aqua, kan di list gada ya? Jadi gw fifty2 aja lah😁",netral
"Mari boikot Israel melalui produk produknya yg ada di NKRI !!!",positif
"Aqua tuh produk lokal made in indonesia lhoh, ngapain juga kalian boikot, ga ada bukti valid kalau pro ke isriwil",negatif
"Yok gas boikot McD, kfc jgn kasih kendor.",positif
"Susah bgt mau ganti produk sehari-hari yg kena boikot, dahlah gw ga ikutan tuh boikot",negatif
"Sebagai orang yg tau starbucks itu ga enak, dan boikot aqua. Saya ga punya hak juga buat ngelarang orang orang pake produk ini siapapun mereka. Ngasih tau aja sekali, tapi kalo tetep pake yaudah.",netral
"Kalo ga bisa ganti produknya si gapapa sambil ikhtiar cari penggantinya. Klo gw si gamau ribet dan males boikot yg susah cari gantinya",negatif
"Kebutuhan sehari-hari banyak yg dari produk boikot, tapi biarin aja aku tetep pake, disini gak ngaruh apa2",negatif
"Semangat saudara² yang peduli dengan kemanusiaan. Tetep boikot produk israel @McDonalds_ID, @SbuxIndonesia.",positif
"Saya ga peduli tuh sama konflik israel palestine, dan ga ikut2an boikot produk apapun. Beda sama orng yg teriak peduli palestine sambil boikat boikot tapi tetep jadi donatur. Sungguh hiprokit 🤣",negatif
"boikot ini kesadaran pribadi mba gausa sok ngatur gw deh. Krn gw juga punya pendapat sendiri!!!",negatif
"orang yg beli starbuck atau aqua belum tentu dukung israel jadi jangan fitnah mereka dukung israel, siapa aja boleh dukung palestina dgn caranya sendiri tapi jangan maksa orang boikot produk tertentu",netral
"Bener-bener gak paham sama gerakan boikot beginian. Produk-produknya kan buatan Indonesia semua.",netral
"Sebenarnya bagus bgt kalo mau jadi kaum militan soal boikot produk Israel. Tapi tetep harus mempertimbangkan fungsionalnya juga.",netral
"Yok gas boikot, ganti ke produk lokal Indonesia.",positif
"Sejauh ini juga aku ga pernah ikut boikot yg beredar di tiktok apalagi kalo itu produk Indonesia asli",negatif
"Oreo dan Biskuat Bagian Dari Israel? Yuk selektif Dalam Memilih Produk Pada Gerakan Boikot",netral
"Sebagai warning juga kepada perusahaan2 itu untuk tidak memberikan support ke penjajah zionis. Efek samping dari boikot itu ya UMKM dan produk lokal lainnya yang serupa bisa lebih naik.",positif
"Boikot tuh bukan soal agama tapi soal KEMANUSIAAN!! ayo terus boikot idol idol yang mengkonsumsi produk produk boikot dan terus boikot produk yang masuk ke dalam daftar produk boikot!!! Idol kalian enak bisa makan, tidur, dan istirahat dengan tenang!!",positif
"Oh iy produk boikot ky MCD itu ga berafiliasi sama israel sama sekali n msh bnyk produk israel yg dipake kyk pesawat tempur tp kalian ga boikot kn?",netral
"Gw bingung yg dharepin dr boikot tu apa? Zionis keabisan duit?? Kaga mungkin slm amrika msh cetak dollar! lo mw  boikot ya silakan, orng mw minum makan mcd silakan,klian msh pk  produk  amerika tp nyerang orang yg knsumsi starbuck ya t*l*l!",negatif
"Klo gw juga mau makan apaan kek produk boikot gw gak peduli tapi ya keep it private aja lah. jangan kayak org tone deaf gitu. 😅",negatif
"Apa akan ada PHK besar2an terhadap para karyawan produk yg kena boikot saat sales mereka minus?",netral
"Bakal kecewa bgt sih kalo mereka terlibat sama produk boikot :(",negatif
"Akibat boikot produk zionis, produk lokal berkembang cerah.",positif
"Saya udh tau list produk yg diboikot tapi gak boikot sb dan mcd gpp kan?",netral
"Klo udah terlanjur pakai barangnya yaudah dipergunakan aja sampai rusak (laptop/sepatu). boikot disini ditujukan untuk mengingatkan kita agar kedepannya kita tidak lagi membeli/mengonsumsi produk-produk tersebut. makasiii cmiiw🙏🙏🙏",netral
"Setuju banget boikot starbuck. Tp tau ga bang knp produk umkm ngegaji karyawannya di bawah UMR? itu karna mereka kalah saing sm produk luar itu jd pendapatannya sedikit.",positif
"Minum produk apapun preferensi pribadi, klo boikot boikot sendiri aja jangan maksa ya man teman",netral
"Boikot tuh efektif untuk mendorong produk UMKM lokal. Kapan lagi produk UMKM bisa bersaing dengan waralaba yg udh skala internasional.",positif
"aku liat di bds kayanya produk sunlight ga masuk boikot",negatif
"cara yg bisa dilakukan ya gausah beli produknya, real boikot walaupun se bagus apapun itu produk colabnya.",positif
"Adanya aksi boikot di Indonesia tuh dampaknya ke Israel apa ya kak?",netral
"Buat gua justru boikot ini nyelametin dompet banget & bikin melek produk lokal yg sama bagus dan lebih terjangkau. Lu mau ngebacot apa gua gak peduli🤣🤣",positif
"Boikot itu gak sesederhana yg kau pikirkan. Misalnya produk A diboikot padahal pabriknya juga ada di Indonesia...klo itu terjadi berarti akan ada PHK besar-besaran...trus kamu bisa gak nampung untuk kasih kerjaan...mikir...",negatif
"Banned aja itu zionis, tetap Boikot produk pro zionis kaya McD, kfc",positif
"sampai sekarang saya tidak menemukan produk sbux mcd kfc dll mendukung isriwil, emang udah ada fakta ya??",negatif
"Biasanya pake royco. Tp karna masuk list boikot, jadi sorry to say gw boikot tuh produk",positif
"Gw jg tetep make produk Israel  terlepas dri boikot2 itu. Karna gw emg ngerasa cocok dan worth it",negatif
"Kalian ga mikir berapa  ribu orang Indonesia  akan kehilangan mata pencaharian dr produk yg kalian boikot. Mikir gaaa ???? Udah gausa boikot boikot kasian tauuu",negatif
"Alhamdulillah tetep semangat boikot, sebel bgt klo ngeliat temen sendiri masih mengkonsumsi produk boikot padahal udh tau itu lagi diboikot😤",positif
"ternyata ada fatwa MUI ya soal boikot produk. utk skincare make up dan body-hair-personal care sih gak repot krn udah setahun hijrah pake oriflame.",positif
"Sekarang pake masako karena yang sebelah di boikot",negatif
"balik lagi boikot enggak itu hak pribadi kak. jangan dihakimi juga buat yang belum bisa boikot total, selagi pendirian kuat gak akan terpengaruh ajakan pake produk. kalau kamu udah bs total boikot itu bagus, kampanye mulai dengan cara halus",netral
"Ijin nanya, kalo boikot gitu tuh emang ngaruh yaa bcz imo kalo cuma boikot mcd dll tapi kitanya masih main instagram dan aku mikirnya kasian juga yang kerja juga pasti nanti terkena dampaknya, nahh itu gimana ya nder jujur aku kurang paham tentang ini...",netral
"Yang ga mau ikut boikot malah lebih maksa daripada yang ikut boikot. At least yang ngajak boikot alasannya kuat. Yang ngajak ga boikot alasannya dibuat-buat.",netral
"dulu royco, trs kena boikot kan dia(?) yaudah gw mundur Krn demi kemanusiaan",positif
"gabisa boikot mereka... gue mau boikot produk nya aja yg collab sm produk zionis 😞 maaf. .",negatif
"Dimana sih list produk boikot mau belanja bulanan",netral
"Guys harus tetap boikot produk atau komoditas yg berafiliasi dengan Zionis Israel ya! FYI bahwa setiap harinya Zionis Israel harus mengeluarkan anggaran sebanyak $260 Juta.",positif
"Tetap semangat boikot produk zionis n gerombolannya Tetap berdoa demi kebaikan dan kemuliaan rakyat Palestina",positif
"Aqua itu Pro Palestina jadi gak perlu takut-takut lagi untuk mengkonsumsi sehari-hari Aqua dimanapun kita berada, gak zamannya boikot produknya Danone 🙂👌🙏 yuk jangan boikot produk aqua",negatif
"Bersyukur bgt aqua kaga kena boikot wkwkw",netral
"Faktanya  Aqua itu Pro Palestina jadi gak ada lagi alasan untuk boikot produknya Danone justru sebaliknya harus semangat untuk terus konsumsi dan sebarkan informasi ini ke masyarakat luas agar tidak terjebak di hoax ataupun fitnah 🙂👌🙏 jgn boikot ini produk ya",negatif
"Akhirnya Saham Unilever Tertekan di Tengah Aksi Boikot Produk Pro-Israel. Gas tetep boikot yah temen temen",positif
"hokben tuh produk yang di boikot juga ga si?",netral
"Burger king tuh enak loh patty nya juga juicy gendut-gendut Mereka juga bukan produk yg masuk boikot kan yah?",netral
"Semangat terus mengikuti aksi boikot produk Zionis. Jangan kasi kendor sebelum Palestina terbebas dari penjajahan Teroris Zionis..",positif
"Bimbang bgt mau konsumsi Aqua lagi apa enggak. Habis liat faktanya makin yakin, gak akan gue boikot. Emang harus hati² sama hoax, jgn sampe percaya",negatif
"Keren gais, adanya aksi boikot ini malah menjadikan UMKM yang ga pernah dilirik jadi alternatif loh",positif
"Domino pizza tuh aman ga ya?",netral
"Yok boikot produk zionis!!! Konsisten yok Bikin mereka kalah sekalah-kalahnyaaa!!!!",positif
"Percuma kata gue mah lu pada boikot produk kalo omongan sikap ketikan lu pada persis mirip bgt zionis",negatif
"Boikot atau ga boikot terasa sama. Tapi krn skrg udah paham ke depannya sepertinya ga beli nih produk lagi deh..",positif
"Gmn kak, yg sudh beli produknya? sudah tdk bisa d konsumsi lagi?",netral
"Akhirnya yang benar bahwa Aqua itu Pro Palestina jadi tidak ada gunanya lagi ikut-ikutan untuk boikot produknya Danone. Makin bijak dan berhati-hati agar tidak ikutan nyebarin fitnah soal Aqua👌🙏",negatif
"Aksi boikot semakin membesar usai Majelis Ulama Indonesia (MUI) mengeluarkan fatwa haram membeli produk dari produsen yang nyata",positif
"MENURUT SAYA BOIKOT BUKAN SOLUSI!!! Soalnya dari aksi ini banyak karyawan yang di PHK. Apa ga kasian kalian semua sm saudara se tanah air",negatif
"Sejak dl yg namanya boikot itu g ada bangkrutin perusahaan, boikot itu simbol perlawanan tanpa kekerasan yg bisa dilakukan org awam. Yuk semangat boikot",positif
"aku mikirnya malah ntar kalo di boikot cth mcd, ntar penghasilan mereka turun terus akhirnya mecat pegawainya. Ya sebaiknya gausah boikot boikot lah ya",negatif
"Valid ga sumber infonya kalo HokBen tuh di boikot?",netral
"Boikot ini, kira2 akan pngaruh sama pekerja yg ada di indo ga?? kyk nambah angka pengangguran mgkn??",netral
"boikot itu bukan berhenti menggunakan suatu produk, tapi berhenti membelinya sementara",netral
"please lanjut boikot🙏🏻 jgn tergiur promo,apa kalian ga punya rasa empati sedikitpun liat saudara2 di Palestine🙏😢.kita cm ganti merek brg aja",positif
"Aku masih make soalnya produk indofood lebih enak huhu",negatif
"Sbnrnya gua masih bingung, menurut gua boikot ini bukan brrti kita berhenti memakai tapi lebih menahan diri dulu smntra buat ga beli",netral
"Alhamdulillah dr hal yg kecil skg sdh menganti beberapa produk yg mendukung zionis semoga terus istiqomah",positif
"tpi kurang akurat kak.. kan Aqua udh terbukti pro palestina jd jangan asal boikot",negatif
"indofood pro isriwil juga loh. Tapi banyak barangku yg make produk itu ya sudahlah",negatif
"Klo A&W tuh masuk boikot ga si?",netral
"Gua pake odol pepsodent wkwk mau ganti yang lain gak bisaaaa soalnya udh cocok",negatif
"Tetap istiqomah boikot gess demi kemanusiaan",positif
"Info pengganti Del Monte yg lebih enak apa ya?",netral
"Gapapa kita tetep beli kalau kita susah melepasnya?😭",netral
"Aku udh stop makan Indomie🗿 Skrng ganti ke produk lokal😂🤣",positif
"Ikut aksi boikot ini udah dari bberapa bulan yang lalu, tapi tiap ke supermarket terus liat orang² msih pada beli produk² yang katanya diboikot",positif
"Apasih boikot terus gada manfaatnya juga",negatif
"memang knp sih kalo kita makan atau minum buatan israel kan gk ada yah setau aku hehehe😁",negatif
"klo terlanjur beli produk yg diboikot (sblmnya kita ga tau klo produk itu termasuk produk boikot) gapapa kan?",netral
"Alhamdulillah produk yang pro isriwil kebanyakan aku emang gapake, jadi gaterlalu susah😍 tp ada beberap si, cuss langsung ganti",positif
"Trus gimana buat para pejuang nafkah yg bekerja di unilever?",netral
"udh setahun boikot 😂😂 jadi pas restok awal bulan dah apal bnget produk2 nya",positif
"kalo saya sih ga liat itu yg cocok yaa gue pake",negatif
"Sekuat tenaga nahan gak lirik produk yg di boikot padahal lagi diskon semua, ya Krn gw lagi dukung bgt nih boikot",positif
"Gw menolak boikot klo tapi tetep nongkrong disitu.. kalo gw jadi temen lo bakal gw ceng in juga sih... kyk lo boikot tapi masih disitu nanggung amat..",negatif
"kemarinnn guee harga vaselinee potongannya gedee bgtt cuy😭😭 menahan diri untuk tidak membelii😭kmrn gw peduli kemanusiaan",positif
"gue sih gak ikut acara boikot2 soalnya masih butuh cuy",negatif
"Krn Deket rumah cm ada McD, kfc, burger king lagi banyak promo. Ya udah gw beli aja dah haha lumayan",negatif
"gak ada produk yg diboikot. yg dimksud MUI itu aksi membela israel bukan produknya",netral
"skrg lagi dukung boikot produk.. udh konsisten beli barang yg nggk ad Unilever nya",positif
"gara2 ngecekin list produk yg diboikot gw jadi semakin tau kalo produk lokal juga ga kalah bagus",positif
"makanya gue gak mau ikut boikot yang lain, krna lu masih pake yang lain juga",negatif
"kalo ngabisin stok gapapa kan? mau dibuang takut mubazir",netral
"kalo warung kecil yg udh terlanjur stok gimana? apakah harus di buang? atau habisin stok dulu, abis itu jangan re-stok lagi?",netral
"Emg le minerale beneran pro Israel?",netral
"alhamdulillah dikit2 dah bisa ganti brg2 produk yg ono demi dukung boikot",positif
"Saking gedegnya ampe ngskip klo ada orang yg koar2 boikot, pdhal itu hak setiap orang malah pda maksa. Kalo gw pribadi ya ga ikut dukung si soalnya banyak ruginya",negatif
"udah terlanjur stok boleh di abisin dulu gak si?",netral
"mending lokal aja..banyak yg jauh lebih enak..lebih murah..saatnya produk lokal meroket 🥰🥰",positif
"Krn ortuku dukung boikot, barang yg diboikot langsung di catat dong biar nantinya ga dibeli lagi",positif
"Gw blm bisa meninggalkan mcd hehe soalnya tempatnya tuh pas buat begadang nugas",negatif
"Sumber dari mana ya kalo nestle tuh produk boikot?",netral
"Boikot tuh hnya beberp wktu, krna perusahaan besar psti punya dana darurat. Jd untk phk tdk akan dlm wktu dkt",negatif
"Alhamdulillah udh konsisten ngedukung boikot😭",positif
"Mau boikot gak boikot itu terserah diri sendiri, kita gak 100% suci coi, gak usah sok2an anggap orng yg gak boikot suatu produk itu dajjal",netral
"Boleh sih boikot kan bebas, tapi harus ada solusi kalau ada dampak negatifnya",netral
"Prinsip gw buat ngedukung boikot tuh yang penting kita mengurangi pemakaian produk2 pro Israel tersebut, misal tadinya pake 10 produk bisa dikurangi jadi 5 produk",positif
"Aku masih ragu mending gk usah boikot segala macem",negatif
"Walaupun tidak bisa berdonasi ..tapi aku berhenti pake produk unilever. Yok dukung boikot semuanya",positif
"unilever tuh masuk list produk boikot ga?",netral
"Sudah di ganti produk lokal,sedang beradaptasi dengan Masako,bismillah dukung boikot..",positif
"Cape banget masalah boikot ini... Emang ngaruh bgt? Bukannya malah ngerugiin ya? Hadeh",negatif
"Ya Allah aku mau ngabisin dulu yang ada biar ga mubazir ,next ganti produk soalnya mau ngedukung boikot 🥺",positif
"Tergantung mindset nya ya, kalo yang gak mau boikot ya boleh, kalo mau boikot ya boleh",netral
"Aku tetep beli McD soalnya enak dan kadang banyak promo",negatif
"Yok boikot ya soalnya efek boikot produk pro Israel di banyak negara bikin penjualan McDonald's merosot. Pertumbuhannya anjlok 4 kuartal berturut-turut loh",positif
"ini boikot kok makin lama makin meresahkan ya.",negatif
"Penjualan McDonald's di banyak negara sebagai dampak dari boikot terhadap produk pro-Israel tuh gmn infonya?",netral
